,tweet
1774,이렇게 좋은 곡을 그냥 들어도 되는 건지 모르겠어요 MTVLAKPOPBTSMTVLAFANDOMBTSARMYMTVLAINSTAGLJUNGKOOKPremiosMTVMIAW 
1775,저도 이 책 사랑했었죠!!!!
1776,등굣길에 쫑이 투척 ..  
1777,오아 아ㅏ아아 감사합니다 아!!
1778,어떤 몹쓸 분이 2분이나 절 블블하셨을까요 흙
1779,트위터 하다가 선생님한테 걸려서 혼났어요... ᅲᅮᅲ
1780,앗 아닙니다ㅜㅠ 항상 부족한걸요ㅠㅠ 우리 이쁜 대열이 앞으로도 많이 사랑해주세요
1781,그리고 그냥 그대가 좋은 사람이라서 나 행복한 것도 아니고 오빠가 나쁜 사람이라도 나 참!! 좋아하는 사람이라서다 좋은 거장 흐흐 많이 좋아해 다 좋아ᅮᅮ단점까지 사랑해줄게~~그래서 내게 싫어하는 것이 있으면 좀 덜 싫었으면 좋겠다나 23분 기다릴게 ㅋㅋ
1782,진짜 원호는 예쁜 말만 해서 오뜩케 
1783,오잉 고마워 연
1784,ㅊㅁ) 정말 정성 가득 담긴 소중한 정보네요 태어나 두 번째 가는 부산 걱정이 앞섰는데 유용하게 잘 쓸게요~
1785,그거 맛있다던데 하해 아침부터 라면...?
1786,트친밈들 다들 안녕히 주무셨어요??학교 잘 다녀오세요!!
1787,"윤학  오하요  오늘도 더워질 것 같아서, 컨디션에 조심해 보내주세요 고베에서 응원하고 있습니다 윤학 ♡  ♡ 사랑이야 "
1788,약 한 달 만에 다시 쓰는 익명 편지! 이 분은 그림 러이신데 가끔 탐라에서 그림 봤는데 제 스친 님인 줄 몰랐어요...ㅋㅋㅋ큐ㅠㅠㅠㅠ 그림이 반짝반짝 너무 예쁘신 분! 그림에서 빛이 나요 저희 대화 많이 못 나눠본 거 같지만 앞으로라도 더 이야기 많이 해봐요!! 제가 먼저 다가갈게요
1789,!꺄 고마워요! ♡! ♡!!
1790,Jung 답...입니다!!!
1791,ㅋㅋㅋㅋㅋ 맞지 집에 있는 것도 좋지만 가끔씩 바깥공기를. 쐬야지
1792, 하트 어택 흑흑 미사와로 하트 어택 뮤비 트레 하트 어택 너무 귀여워ㅠㅠ 
1793,그래도 어제 깊게 잘 자서 오늘 좀 살만한 컨디션
1794,아...아잉....
1795,부산 마스터 가는 차편 못 구해서 우울한 마음 오늘 자주 카페 가서 받아온 랜덤 포커 3종과 트윗 올려서 받은 키 링을 꺼내 봅니다 난 왜 맨날 이렇대 책이 없나 부산 머스트 차 대절   
1796,리치님은!!!! 귀엽다!!! 리치님은 엄청 귀엽다!!! 따라 했어요 ㅎㅅㅎ 완벽한 문장이네요 저어 어제 담임선생님한테 말도 안 하고 학교에서 하는 특강 빠져서 좀 찔리긴 하지만 푹 쉬어서 좋았어요!
1797,맛있게 드셔주셔서 감사합니다!!!!!!!!!!따끈따꼬님의 따끈 멘션!!! 타코님 사랑!!이에요! 
1798,
1799,어머 어머 고마워
1800,  내 사랑 생일 축하해요
1801,헤헿 사랑해♡
1802,네가 창 켜놓고 학교 간다...
1803,홍홍홍 제가 가지가 좀 많죠
1804,프로필에 떡밥 왕창 깔아뒀다고 생각했는데 부족했나 봐요ᅮᅲ. ᅲᅲ. ㅠ ㅠㅠㅠㅠ여름이는 .. . 자러 갔어요 잠을 너무 안 자서 ㅋ ㅋㅋ.ㅋㅋ 하늘이 뭐 좋아하나요 저 너무 궁금하잖아요
1805,ㅋㅋㅋㅋㅋ 근데 진짜 쓰레기야 보면 알아!
1806,괜찮아요 그래도 이쁘신 건 매한가지니까요
1807,Morning 애송 아기.. 
1808,와 못 찾겠다....... 알티 감사합니다ㅜ 
1809,헤헿ㅎ헤 정밈밈ㄴ님에게 향한 제 엄청난 사랑을 표현한 겁니다.. ☆
1810,에넹 좋은 하루 보내시길 바라요
1811,Fahkram will wait na ka. 셔누 오빠~ 주헌니 오빠~~ Oppa Do not sleep late. Fahkram is worried. 사랑해요 오빠 뽀뽀. Muah! 
1812,안녕히 주무셨나요?
1813,존 예
1814,어케...스카쟌 뒤에도 라이프 이즈 낫 페어 있으면.......
1815,ㅋㅋㅇㅋㅇㅋ
1816,하루 종일 뻗어있었더니 이제 정말 멀쩡해요!!! 감사합니다
1817,헉... 헉..... 헉!!!! 그런....ㅠㅡㅠ피곤하셨겠네오...
1818,정확히 맞추셨어요!!!! 귀여우신 프리샘
1819,사랑하 
1820,여러분 다들 좋은 자스 알리 아침
1821,파이팅.. 
1822,헉 그래요~!~!!! 교류는 언제나 환영해요!! 트친 된 이후로 한 번도 소통 안 해본 것 같은데 이제 많이 소통하면서 친해져요!
1823,나 빼고 다 알라딘 봤어 ㅠㅜㅠ 아니 탐라 올리면 다들 스포 해...!
1824,마쟈요ㅜㅜㅜㅜ 진짜 둘 다 너무 이쁘고 괜찮은 줄 알았는데 지금도 괜찮아진 게 아닌 거 같아요
1825,ㅜㅠㅠ큐 아이스 움쪽쪽ㄱ))
1826,앜ㅋㅋㅋㅋㅋㅋ엘루가 곧 막셀이니께 유
1827,오늘은 웅이 팬아트가 올라올 예정이에 웅 
1828,감사합니다 자주 봐요 
1829,seop morning^^ 오늘도 파이팅!! 파워~~~
1830,헉..!!! 언니 괜찮아?? 어쩌다가 ㅠㅜㅠ!!!
1831,아힛!!!! 감사합니다!!
1832,헉 오랜만이네요 감사합닞드 
1833,안령하새요ㅠㅠ 반가워ㅝ요 잘 부탁드려요 사랑해요
1834,ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋ 크아 ㅋ 학교 가기 싫다
1835,쬭쬭
1836,많이 찾아와주세요 오 
1837,세상에 아기ᅮᅮᅮ너무 귀엽고 11분 님도 너무 귀여우세요
1838,험이 저는 짱 잘 잤답니다  베니님은 안녕히 주무셨나요??
1839,존나가능 나 지금 세수하러 감
1840,흑 
1841,마음다_받아본_오해 마음 없이도 해볼게요
1842,헉...!!!((오랜만이다!!)) 이 게임 이름이 뭐였죠?
1843, 전 느님 생일이시라면서요?! 흑흑 어떻게 이제 축하를 할 수가 있지 저 자정 때 해드리려 그랬는데... 개 아쉬우며ㅠ 전 느님 오늘 하루 내내 좋은 일만 있으실 고에요 왜냐 제가 젠 누님을 사랑하는 만큼 이 트에 기 불어넣었거든요 제가 많이 사랑하는 고아시죠? 하루 종일 왕짱 행복한 하루 대세요♡
1844,선생님들ㄹ 제 사랑 샨세님ㅁ 트친소 보고가 실ㄹ래요..?.?? 으앙ㄱ 그림체 너무 이쁘고 너무 착하셔요 엉엉ㅠㅠㅠㅜㅜㅜㅜ 트친하시면ㄴ... 절대 후회하지 않으실ㄹ겁니다 빨리 우리 샨세님 모셔가세요~~~~!!! 
1845,저는 생딸기를 흰 우유에 말아먹는 게 너무 맛있더라고요 
1846,"ㅋㅋㅋㅋㅋㅋㅋㅜㅜㅜㅜㅜ 넘나 과찬이셔요 정말,,,"
1847,모두 학교 잘 다녀요 셔요
1848,히히 (쭈왑
1849,네
1850,쫀가!  
1851,차 밀려 ㅠㅠㅠㅠㅠㅠㅠㅠ 일찍 나온 보람 좀ㅠㅠ
1852,그린다면 얘기해줘
1853,왕 씨.... 갤럭시 기어 하수구에 들어갈뻔함... 개식 겁했다....
1854,잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맛보기니께유뒷부분은 나중에 올려줄게요 완성도 있을 때! ㅋㅋㅋㅋ
1855,이거 
1856,방탄 마마들!!! 일어나쎄여!!!! 지민이 불이 톡 
1857,네!! 감사해요!!
1858,추카행 
1859,요즘 늙은 듯 어릴 적엔 밤새도 쌩쌩했는데 지금은 2시만 넘어가 피곤함... ㅜ
1860,오늘도 수고했어요 최고였어 정말 완벽했어어어어엉ㅇㅇㅇ 원호야 아아 아주 편안하고 달콤한 잠을 자거라 그리고 너의 잘생기고 아름다운 얼굴처럼 아름다운 꿈들을 꾸어라 오빠 사랑해 사랑해 더 사랑해요 오 영원히 사랑한다 무와 쪽 쪽  
1861,나도 막 난리 칠 거야 울 한별이 두 생일 축하해 조서 고마엉!!!!!!!!! 앞으로도 나랑 잘 놀아도
1862,고고님 오랜만이에요!!!
1863,티 나님 꼭 뵙구시빠요 
1864,공찬식
1865,지효 
1866,배틀그라운드 핵 판매 배 그 핵 esp 주소 :  :  서든 핵 판매처 서든 핵 판매 사이트 서든 핵 배포 커 배 아이디 판매 가배 아이디 팝니다 배 그 핵 가격 모바일배 그 핵 배틀 그라운드 핵 구매 
1867, 구경하고 가세요~
1868,오늘 허겁지겁 나오느라 시계 안 찼다 평소에 보지도 않는데 안 차고 나오면 허전해
1869, “144”                              YNWA1용용♡ HoldYourHand_정용화 Stay622withJYH
1870,즐거운 하루 보내세요
1871,모르는 거 있음 언제든 물어보세요 
1872,안경에 체인 달려있는 거요 
1873,모닝 공찬식 날씨가 너무너무 좋다. 이런 날은 역시 공찬이 생각 하루 종일 하는 게 최고지  ... 근데 현실은.. 
1874,이뻐  
1875,안녕하세요 아이님! 앞으로 잘 부탁드립니다 맞팔했어요!
1876,굿모닝빵 모닝! 저는 지금  학교 가고 있어요 모두들 잘 갔다 오셔요! 좋은 하루 보내세요!
1877,아침부터 이케 잘생겨도 되는 거니 성재야... 필터를 빼달라! 
1878,좋은 아침이어요 다들 오늘도 힘찬 하루 보내시길 바라요
1879,나 그대에게 모두 드리리~ 어제 케벡수 안으로 들어가지는 못했지만 어떻게라도 태쁘 봤으니 된 거야! 맛난 닭갈비도 먹었으니 햄 복해 어제도 저와 함께해주신 모든 분들 감사하고 즐거웠어요 
1880,강인이 큰누나는 현재 스페인에서 태권도 사범 한다고 함. 어릴 때부터 강하게 자란 강인이ㅋㅋㅋㅋ 다들 너무 귀엽다 
1881, 구경하고 가세요~
1882,버스 인간들 다 내려버려 다 회사 가깝고 학교 가까워서 다 내려버려라.... ...
1883,세탁기 
1884,ㅋ큐ㅠㅜ 유이 님 수행평가 파이팅~!!~!
1885,여러분 2k 감사해 용지는 짜로 학교 가다가 딱 봤는데 2k 돼있어서 오늘은 정말 즐겁게 학교 갈 수 있을 것 같아요!! 진짜 트위터 하면서 좋은 분들 너무 많이 만나서 좋고 우리 소통 더 열심히 해용!! 그리고 항상 소통 잘 해주시는 분들 정말로 감사드려요 
1886,같이 부시죠
1887,ㅡㅠㅡ아악 저야말로 항상ㅇ탐라에서 힐금 대기만 했는걸요... ㅜㅜ앞으로 저희 대화 많이ㅣ해요... 다시 한번 축하드리고 좋은 하루 보내세요 사랑해요!!
1888,루시퍼를 소환하시겠다고? Kali
1889,아~프로미 표가 있었는데 혹여나 못 들어갈까 싶어 그냥 가네요 얼른 나으셔서 주말 알차게 보내보아요 PremiosMTVMIAWMTVBRFANDOMBTSARMYMTVBRKPOPBTS 
1890,지후나 넌 알까? 네  알람에 일어나는 게 아니라 네 알람 목소리를 듣기 위해  미리 일어나서  알람을 기다리는 내 모습   오늘은 뭘 입을지 골라달라는 네 목소리   오늘 하루를 견대낼 윙 타닌이 된다   보고 싶다 
1891,귀여워요~ 그럼 이따가 또 봐! 점심쯤에 만나러 올게! 열심히 하고 있어!
1892,태태 글 왜 이렇게 
1893,그림체 조금씩 바뀌시는 거 취지입니다
1894,06입니다 !선반해주세욥
1895,꺄앝
1896,이에 특 나왔다!~!~!~!~ 오늘도 로맨스 부분은 심장에 안 좋네요  오늘도 웹툰 잘 보고 갑니다 즐거운 하루 보내세요~
1897,형이 안 놀아준다고 삐졌던 19살이 이젠 혼자서도 잘 노는 22살 어른이 되었지만 그래도 변함없이 귀여운 울 문장가 
1898,트친되주신 분들 너무 감사하고 반가워요
1899,이젠 더 이상 안 빼신다고 하셨으니깐 너무 걱정하지 마세요~~살 안 찌면서 몸에 좋은 것들 많이 드시고 힘내셨으면 좋겠어요~~   우리 현우님~
1900,헉 비 올 님 오시면 제가 드려야죠 귀하신 발걸음 
1901,ㅠㅜㅠㅠㅠㅠ레이 진짜 사랑해..
1902,컵님 축하 이쁘다 엉엉이 밤이 가 집을 찾아 들어갔군요... 머 그 터에서 신나게 흔들기요~!! 체력관리 
1903,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저 쓰리고 드립은 진짜 봐도 봐도 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고현철ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1904,맙소사 우리 히메 (숨멎)흐얏ㄴㄱㆍㄱㆍㄱㄱ접수됐읍니다 감사합니다  
1905,안녕하세요 나래님! 잘 찾아오셨어요 앞으로 잘 부탁드려요
1906,내가 본 사진 중에 젤 이쁘다
1907, 뎀 막혀있어서 여기로 왔어요 
1908,썬글 쓴 아가처럼 똘똘 귀여운 
1909,원호 오빠~~~~~ 잘 자요~~ 사랑해요 오빠. 뽀뽀 
1910,헉 (크흑 감사합니다 닝센세이...콘) ㅠㅠㅜㅠㅜㅠㅜㅠ. 감사합비닫!!!!!! 링님도 생일ㄹ때 행복하게 지내셨음하고 사실 오늘을 포함한 다른 날도 행복하게지내섯늠합ㅣ다 ㅎㄹ오백원쪼아요(아 500원 임피쯤은 폰에 있을 줄 알았는데;) 
1911,쫀아예요!
1912,신부님도 좋은 아침
1913,전에 생각한 건데 백이 굴리다 보니 가 히카리랑 느낌이 너무 비슷해서ㅋㅋ ㅋㅋㅋㅋ 메밀 취향 한결같고 이름 꾸준히 겁나 성의 없음 ㅋㅋ 
1914,히비님 쫀아~~♡
1915,저도 사랑해요~
1916,나사밈 쪼는 아침이에요
1917,세상에는 수많은 사람들이 있다. 그러나 그중에서도 당신이 내게 가장 소중할 수밖에 없는 것은 당신과 내가 함께 나누었던 그 시간들이 소중하기 때문이다. 당신을 생각하느라 지새운 밤이 내게는 너무도 소중한 까닭이다. wowwh
1918,와 300일 저 본진 만난 지 300일 입니다ㅠㅠㅠㅠㅠㅠㅠ 앞으로 본진의 꽃길을 
1919,누워있기 
1920,시험기간만 되면 시험 괴는 상관없는 거 공부하고 파여.. ㅠ
1921,태형아ーーーーー잘 잤어요？ 재미있게 지내고 있어요？ ♫매일 당신의 행복을 바래요... 오늘도 좋은 하루 보내세요 하늘만 끔 땅만 끔 
1922,헠ㅋㅋㅋㅋ 대박입니다 존ㄴ잘넴ㅁ... 무구 엠마 개좋죠ㅠㅠㅠ 초면이지만 사랑해요
1923,우왕 감사합니다
1924,오늘은 잘릴만한 거 없었던 것 같은데요! 어제 것도 풀로 올라온 거 보면 오늘도 안 잘리고 올라올 듯 
1925,쫀아
1926,요새 탐라가 그래도 맹이로 가득 차서 너무 
1927,오늘도 쫀 하루 보내십시오
1928,오늘 쫀한 되셔요 ~~
1929," 배우님, 오늘도 축복하고 응원해요 건강하고 안전하게,  행복하게 "
1930,"오프 리뷰 자고 일어났더니 요런 게 세상에 이게 모람 다들 예뻐가지고 아침밥 먹다가 중간에 놀라서 후다닥 뜯어 봤지요 남넘 예쁜  정구기랑 유포리에 아악! 최고다 이 말씀,,,,,, "
1931,카메라 리허설 직전에 허둥대다 발밑의 기재를 건드려버린 니시키도는 마루야마를 보고 멋쩍은 웃음 
1932,내 사랑 민현식 
1933,너무 좋아서 경. 악. 이 뒤로 형님을 위해서 게임도 열심히 한다고요..
1934,다이어트 목표치 달성한 구 아니에요? 너무 예뻐
1935,PRODUCE X 101 [단독/직캠] 일 대 이 아이 콘택트ᅵ손동표 - Imagine Dragons ♬ Believer  평가... https://youtu.be/o6z3OTn-YSE  via  A recent fancam of our baby son dong pyo
1936,히힣ㅎ  언니 너무 좋아
1937,네!! 좋아요
1938,효녀 효자예요
1939,한자 못 읽어 
1940,하나 더? 하나 더? 내 장르가 미쳤어요 
1941,헉!! 금요일에 학교르르.... 나쁜 학교 ㅠ나쁘느으은!!!!
1942,쓰레기 
1943,오! 돌고래님이 해주신다면...!!
1944,윙모닝    
1945,아니에요 저도 표 없이 가요 시댁도 가고 근처 구경도 하고 겸사겸사요 PremiosMTVMiaw MTVBRFANDOMBTSARMY MTVBRKPOPBTS 
1946,그래서 평소보다 한 시간 늦잠 잠
1947,이번 건 다이아도 토리코리코할지도  알제리아인걸~
1948,소통 많이 해요
1949, 미친 영감 오늘 생일ㄹ이엿어???????????
1950,뮤 ㅠ.....인샤님 축하해주셔서 너무 감사합니다! 꼭 행복한 시간을 보낼 거 같아요!! 히히.. 인사님도 오늘 하루도 파이팅 하시고 행복한 하루 보내시길 바라요
1951,히히 쪼아요
1952,저도 참여요 
1953,모닝 승철시
1954, 안녕하세요! 트친소에 흔적 남기신 거 보고 찾아왔어요!
1955,쳐야 미 11번!!
1956,띠용쓰
1957,"우리에게 매일 많은 사랑을 주셔서 정말 고마워 오빠, 이 세상에 살고 너를 사랑해서 정말 행운이야 나는  "
1958,좋은 아침이에요~
1959,홀 렌트님 생일 축하드려요~~~!!     오늘 짱 조은 하루가 되시기 and 맛있는 거 많이 드셔요
1960,카린 언니 눈 12번이지!!
1961,쪼나!
1962,이현 명심 도시락 데이트 행복해하는 거 귀엽다 녹두꽃 백이현 황명심윤시윤 yoonsiyoon 
1963,다들 오란씨 드세요 
1964,히카 생일 축하해!!! 오늘 하루 짱 잘 보내고 맛있는 것도 많이 먹고!!!
1965,지나에요!
1966,웅
1967,현생 스트레스 쩌니까 꿈에 명수 
1968,쫀아예요!!
1969,하지만 그는 오빠인 걸 어 저겠어요 와 기 오빠
1970,ㅋ ㅋ ㅋ ㅋ ㅋㅇㅋ쓰레기
1971,쫀아에요 머랭림~!~!~!~!
1972,7시 59분이 일이나 서 그 상태로 폰 들고 교복 들고 존나뛰어감 근데 지금 도착함;
1973,허리 쏙 들어간 거 너무 좋아 강다니엘 
1974,다행이에요
1975,또 나에요!
1976,레코 언니 12번!!
1977,헉 민지 님!//ㅅ// 생일 넘넘 축하드려요! 오늘 하루 맛난 거도 많이 드시고 행복하고 좋은 날 되시길 바라요
1978,꺄~~~셰릴 넘넘 좋아해요
1979,저도 아미라서 다행입니다 자랑스러운 아미가 될래요 PremiosMTVMIAWMTVLAFANDOMBTSARMYMTVLAKPOPBTS 
1980,10번~!!
1981,190515 위덕대학교 축제 안혜진 마마 무 
1982,더 기시
1983,언니뉸ㄴ6번7번!!!
1984,jimin 웃는 모습~ 아침부터 청량감 뿜뿜~~~
1985,산 님 쫀아침이예요
1986,모 렌트님  생일 축하드려요~!~! 오늘 좋은 것만 보고 맛난 거만 먹는 하루 보내세요ᅮ
1987,와~~ 제 몫까지 즐기고 와 주세요!!! 
1988,무슨 촬영일까요~!!???뭔 촬영이든 너무 좋아요ㅠㅠㅠ아침부터 눈 호강
1989,굿나이트 MTVLAKPOPBTSMTVLAFANDOMBTSARMYMTVLAINSTAGLJUNGKOOKPremiosMTVMIAW 
1990,고마워요 
1991,앗 감사합니다  군데 기장이 저한텐 짧아요 또르르
1992,ㅠㅠ 원호 천사 사랑해 오늘도 덕분에 행복하게 하루 시작 
1993,ㅅㅂ이참이모야. 8시 나가야 돼
1994,하앗...! 므망쟝 벌써부터 이리 친근하게 다가오다니 김 나 무씨 감동받아부렀어...잘 부탁한다니까요~~
1995,고마벙
1996,앜ㅋㅋ샘 반가워요
1997, 안녕 세용용 용용(♡°ㅅ°♡) 하아.. 멋진 사람이 되고 싶습니다.. 더더더더 열심히 해야지~~~세용이도 파이팅ᄋᄋᄋ오늘도 사랑해요(*⁰▿⁰*)☆♪123 사 오♪☆
1998,대위 덕분에 늘 원더풀 한 하루하루를 보내고 있어 대 히야 항상 응원하고 사랑해
1999,세상에 대용이 중학생 떡밥 함냠하냠냠냠냠념냠여먕념냠냠념냐념냐녀념녀냠냠  
2000,오오 마장 트친ㄹ한지도 되게 오래됐지...! 좋은 트친 하림쟌 나도 사랑한다네 후후
2001,트친 분들 모두 좋은 하루 보내세요 
2002,감사해요 송이 님 덕에 잘 잔 것 같네요 송이 님은 잘 주무셨나요?
2003,ㅠㅠ 나도 요즘 밥 먹으면 배가 아파서 ㅠㅠㅠ 흑흑 우리 힘내자 ㅠㅠㅞ
2004,네 옆자리
2005,맞팔 부탁드려요
2006,괜찮아욬ㅋㅋㅋ!!까먹으실수도 있는 거죠! 다시 찾아와서 트친 됐으니까 괜찮아요~~ 잘 부탁드립니다!!
2007, 마감 앞당기면 추금 발생합니다! 그래도 괜찮으시다면 구경하고 가세요~
2008, I mentioned all of the people in the tag??? Sorry  그래도 아침인사니까 괜찮죠 ㅋㅋㅋ 오늘도 좋은 하루 보내세요 
2009,모닝 하트 싸인 
2010,우합개2기2.5기는약시리?열심히 러닝 했었던... 리네 오너입니다! *^^* 모두 귀엽고 사랑스러웠어요~!누구 오너 신지 보고 팔로 하겠습니다! 트친님들 흔적 가능해요 전 트친님들 사랑하니까요 
2011,잘 다녀 왕 
2012,퀴친소2n살 애인 o 흔적 남겨주시면 우울계자해계 남성분 제외하고 찾아갑니다 
2013,엄청 크고..... 마테가 다 들어간다 세상에
2014,요즘 저세상 텐셀 자주 맛보는듯한 우리 하떵웅씨..하성운 성운 hasungwoon Sungwoon 河成雲 ハソンウン 작소셍 구르미 대왕 구름 잊지 마요 하성운 솔로 하늘 HANEUL 하성운과 늘 함께 mymoment 버드 BIRD Riding 라이딩 
2015,운영진 한 명만 바뀐 거지 이동신 디렉터는 안 바뀐 거 같은데
2016,주문한 거 
2017,"호의에 정말 신기하군..... 지구 반대편이 이렇습니다 여러분.... 그리고 자기... 난 조깅이 제일 대단하다고 생각하는 새롬,,,, 자기 완전 뉴욕의 커리어 우먼이구나......!!!!!!"
2018,어ㅜ와아앍ㄱㄱ자느라이제봣ㅅ어요~!~~!!~~♡♡♡♡♡♡♡ㅜㅜㅡㅜㅜㅜㅜㅜㅡㅜㅜㅜㅜ감사히ㅡㅂ니다
2019,윰님 최고
2020,흑흑 바다님 ㅠ흑흑 ㅠㅠㅠ  항상 의도한 점을 콕콕 집어주셔서 감동이에요ㅠㅠ!!!!! 갸가 악 유진이를 보면 눈에서 꿀이 흐를 거예요
2021,헐 어떻게 다린을 모르지 저 군락도 좋아하고 인디밴드 잔잔한 노래 다 좋아해요ㅠㅠㅠ!!!!
2022,선팔 했어요!!
2023,다 선 따라 자르다가 쪼끔 바보 &lt;&lt;&lt;&lt;&lt; 써놓고 지운 거 ㅋㅋㅋㅋㅋ 너ㅓㅓㅓㅓㅓ무 귀여워서 같이 잘라버렸어요 열매 들키기 전에 도망가자! 초깜찌기 스티커 내주셔서 감사합니다 ㅠㅁㅠ
2024,아직 수요일이라는 걸 나는... 믿을 수없다.. .... 거짓말하지 마 ..
2025,으악ㄱ 객스님ㅠ ㅜ ㅠ ㅜㅠㅜ 감사합니다ㅠㅠㅜㅠ 너무 고마워요.. 알럽
2026,리체님 생일 축하드려요 오늘 하루 행복하게 보내시고 좋은 일 항상 있으실 거예요 항상 응원할게요!:&gt;
2027,우와 따라오게 되어서 기뻐요! 새로운 계정에서도 잘 부탁드려요
2028,헐 아침부터 리즈님 녤모닝 
2029,세상에 황제님!! 고마워요
2030,날씨 좋네...... 집에 가고 싶게.....
2031,개인적으로 론 조ᄒᄋ r 하ᄆ... 그렇지만 내가 기숙사 들어간다면 후 플 루프 가고 싶었는데.!! 이런뎔과가 놀랍네요
2032,비플샘 진짜 ㅠㅠㅠㅠ 의앑 미쳐버려요 사랑한다고요 알죠 진짜 춉춉
2033, 마음잡습니다
2034,나우 묘샄ㅋㅋ 우리 잠이 정 묘사는 눈 감은 귀여운 얼굴   자세가 킬 포인트 져
2035,Magic magic~~ 애송 오빠~~ 파이팅 빨리빨리~~ I can’t wait your album PinkMagic 
2036,헉! 감사합니다!! 암도 없어도 마당에서 조금 놀다 갈 거 같아요.. 심심할 때마다 자주 놀러 갈게요! 감사합니다 내 부대 분대원분들 넘넘 좋아요!!
2037,아싸 오늘 검불 유한 다
2038,유강문 데굴데굴 굴려서 주머니에 넣어버려  
2039,오우 승균 히사시 부루네~ 유 얼 199
2040,다들 어디든 잘 다녀와요
2041,은비야 오늘도 좋은 하루
2042,겨 롱 식장에 간 관장님
2043,헉ㄱ 세상에 류홍뎅님 그림 너무ㅜ 큐티뽀뽀짝ㄱ해요ㅜㅜㅠㅠ 주인이 웃는 거 너무 사랑스럽ㅈ고 귀엽고... 여령이 진ㄴ짜 귀여운데  팔짱 끼고 있는 거 도도한 느낌 나고 너무너무ㅜ 최고예요 이쁜ㄴ 그림 그려주셔서 감사합니다..
2044,안녕하세요~! 선팔 드릴게요! 잘 부탁드려요
2045,준일이가 철야작업을 마치고 퇴근하다 졸아 지하철 종점까지 가버리는 지금은 사람들의 출근길 아침 8시.
2046,야호 대 지각ㄱ
2047,수도원 캐스터 옷 예쁘다
2048,"진심 첼로 천재, 분위기 천재, 얼굴 천재, 매력 부자 모자란 게 없는 당신... 너무 사랑합니다"
2049,좋은 아침 
2050,내! 내!!!!! 찾얏셔요  쓰담쓰닺!!! 
2051,크아앇 좋아!!!!!!!!! 이색님.. 잡을 수만 있으면 구냥 옥 개이다~ ㅇ ㅣ말이야 에 핵 솸놔..고마었
2052,이번 감사해요
2053,ㅠㅠ 아침부터 눈 호강 감사해 여제대로 눈이 힐링 했네요
2054,토미 너무 귀여운 거 
2055,학교 직장 잘 다녀오시고 낼은 즐거운 날이니까 오늘 뽜이팅!! 하세요
2056,오우 예~~ 199
2057,씨발미친념개씨발며ㅣ친새끼 지금 일어났네
2058,우와 대박.. 저도 나중에 고민 생기면 받으러 갈래요~~
2059,슈퍼밴드 조원상 이때 안절부절못하는 조원상 씨 완전 
2060,완전 완전 정말 좋고 친해지면 좋겠어요~!!
2061,에넹!! 잘 잤어요  쫀하루 보내요 자기~
2062,감사~~!
2063,희희 쨀 리 들고 갈개요
2064,ㅋㅋㅋㅋ학교잘다녀왕
2065,"ㅅ세상에 로페님 이런 곳에서 누우심 안됩니다(일ㄹ으며 우웃ㅅ로페님,,,ㅠㅜㅜㅠ 이런 별거 없는 그림 좋아해 주셔서 감사합니다 너무 기뻐요ㅠㅜㅜㅡㅠ 로페님의 슈거가 이뻐서 그래요 몽실몽실하고 이쁜 슈거 그리게 해주셔서 너무 감사합니다"
2066,나 아직 안 됐어... ᅲᅲᅲ
2067,ㅋㄱㅋㄲㅋㅋ 사례는 소매 널어 권으로 받을 거라고요!~!!~!~!!
2068,190528 아마가사키 큐즈몰 잘생긴 천사... 오늘도 파이팅!! 백 퍼센트 록현 김락현 ロッキョン 100percent ぺくぽ REtro 레트로  
2069,지니니임~~~~~~
2070,좋아요!! 아고 착하셔라((움 쪽쪽
2071,슈퍼밴드 양지환 홀리게 만드는 매력이 있어옄ㅋㅋ 한번 보면 빠쟈 나올 수가 
2072,호의에 운동도 해 자기님? 멋진 대!!!! 일몰이 진짜 늦다아......
2073,네~
2074,허영 진짜 이번 생일에 너무 많이 받았어요 어떻게 하지 (그 아아악) 히히히힣 늘 감사해요 야님은 사랑 사랑
2075,이유님~~~ 오늘도 파이팅 파이팅
2076,장발남캐로_하나되는_탐라로키왕제요? 
2077,ㅋ. 아악  ㅜ ㅜ 감사합니다(쬬왑쭈왑) 허어 어 억ㄱ 진짜요?? 저야 완전 환영ᄋ인데요 저도 목련님이랑 같커하고 싶어요 ㅠㅜㅠㅠㅠㅠㅠㅠ
2078,쫀가! 늘봄이 잘 잤어?
2079,왜 두 시간 전이죠
2080,어허허ㅠ ㅠ ㅠㅠㅠㅠ 축하꼬마어요  
2081,건강상의 문제로 앞으로 행사장 판매 의상 제작 수량이 좀 더 적어질 듯싶습니다 수량이 적은 대신 선주문 온라인 오더분을 점 더 여유롭게 주문을 받을 예정이니 참고 부탁드립니다!!에이프릴 대체 원단은 금일 내로 별도 공지 업로드 예정입니다! 감사합니다
2082,그랰ㅋㅋ 고맙!
