,Unnamed: 0,labels_text,tweet
306,6,__label__5,"It is not the type that suffers from the nature of the nature every time the nature runs, but it is very irritable because it is irritable. If it hurts, if it does not hurt or it does not hurt, there should not be any pain at all. What is this stinging irritation"
307,7,__label__5,My mom loves to say sorry to you on the phone. I do not know what to do.
308,8,__label__5,"There were Korean men and women in the blue bottle, but from the time I ordered it, while I was drinking coffee, I was really staring at it, so I went to taste it anyway."
309,9,__label__5,I do not want to write a letter that annoys me.
310,10,__label__5,It's delicious.
311,11,__label__5,"There are so many buttons on your shirt, it's irritating Ax The secret lyrics too Sexy esthetic Zion tea voice too sexy"
312,12,__label__5,Do not let this happen to Paralysis.
313,13,__label__5,ㅋ ㅋ ㅋ ㅋ ㅋ Today I'm nervous today I am more irritable because of the sisters who are sick and laid next to me
314,14,__label__5,"Living holy, joyful and vigorous There is no tiredness and irritation in faith and enthusiasm Ernest Hands"
315,15,__label__5,Why are you looking at the jujube test?
316,16,__label__5,Do not blame anyone. Prosecutors and politicians are annoyed by the will.
317,17,__label__5,"I'm really annoyed, but why is that?"
318,18,__label__5,I got caught cold. ㅠ ㅋ ㅋ ㅋ I am so annoyed that this day is getting worse and I am cleaning up the house ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ
319,19,__label__5,ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
320,20,__label__5,Oooooh
321,21,__label__5,I feel sorry for you. I am so sorry and I am sorry for all of you. But do not forget to think about it all the time.
322,22,__label__5,"Oh, it's so annoying, it's dirty."
323,23,__label__5,ㅋ ㅋ ㅋ I'm really sick and tired.
324,24,__label__5,"Why is the bottom of the knee down to the bottom of the pants, skirts, skirts, skirts, knee down to wear a dress"
325,25,__label__5,"The second one fell off the couch, and I got a nosebleed and I ran an emergency on the weekend. Fortunately, it looks okay. I'm sorry I got bored."
326,26,__label__5,"Ha racial discrimination I hate to go to Europe or Europe because of racial discrimination, which is the most annoying in the world."
327,27,__label__5,ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋ
328,28,__label__5,"I do not know what to do, but I do not like it."
329,29,__label__5,Why are you sick?
330,30,__label__5,You do not have to be on Twitter
331,31,__label__5,I can not afford to pay for my life card.
332,32,__label__5,"No, I do not know why it would be annoying. When I'm depressed, I want to talk to someone so I can talk to you. If you give me a credit, I'll thank you for your position."
333,33,__label__5,I do not know how to do it.
334,34,__label__5,It sucks.
335,35,__label__5,"Oh, all of a sudden, it's annoying and annoying."
336,36,__label__5,I have a dog.
337,37,__label__5,I'm afraid I can not sleep
338,38,__label__5,"I'm really nervous, I'm new, I'm new, I'm irritable, I'm sad."
339,39,__label__5,I do not feel like it because I do not feel much about it.
340,40,__label__5,"Suddenly, it is annoying because it is a time when the creative time is creative."
341,41,__label__5,I'm so annoyed with her.
342,42,__label__5,I do not really know why you should not even be a federation. I'm done with baseball.
343,43,__label__5,"I do not worry, I'm really afraid of the limit, but every time I went for an hour, I was kidding. ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ"
344,44,__label__5,It's noisy. So Boss knows why I'm going to bother him.
345,45,__label__5,ㅋ ㅋㅋ So I will send you a picture
346,46,__label__5,I do not have enough time to queen
347,47,__label__5,ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ haha
348,48,__label__5,"I've been paying off the original bill, and I'm not going to do it anymore, but I do not have the guts to grind the equipment, but I do not see any action to take advantage of it right now."
349,49,__label__5,"If it does not get better than you think, it would be very annoying and screaming."
350,50,__label__5,I read Aomine's free research project Observation Wakamatsu Sasuke is always angry Because I observe that I am angry
351,51,__label__5,Oh more annoying ㅡ ㅡ
352,52,__label__5,"I will finish the meeting until the middle of the meeting, but it will be an irritating explosion. ㅠ ㅠ It is because of the two adversaries who did not understand the concept. ㅡ ㅡ There is no will to do anything. ㅠ ㅠ And then I will have to eat dinner."
353,53,__label__5,Crazy Annoying Cute Embarrassment
354,54,__label__5,"ㅋ ㅋㅋㅋ When I'm tired and tired and I'm tired of life, the Lord, who drives me personally, shoots a lot of seafood in the view of the sea."
355,55,__label__5,I've been writing this for a long time before writing this alarm Pepsi. I felt alone and I was alone.
356,56,__label__5,I am annoyed ㅠ ㅠㅠ
357,57,__label__5,"If you look at those who were betrayed after the betrayal of the Kim Dae-jung administration during the Kim Dae-jung regime,"
358,58,__label__5,I do not want to be responsible for your life or death when I'm assigned to work with you.
359,59,__label__5,"I do not know how much I was a little sleepy when watching an action movie. ㅎ ㅎ ㅎ ㅎ Megan Fox and the director came late that day, and I was very annoyed, but I do not know."
360,60,__label__5,"This kid looks as if it is annoying to the end, but it will soon sigh and stay calm. It feels like it's because of it. I do not know if I meet bad guys alone."
361,61,__label__5,"I tried to pretend that I was angry at what I expressed at the meeting today, but I did not know what to do and I did not know what to do, but I came to realize that I was mixed with irritability even when I lay down in the fire and laughed."
362,62,__label__5,ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅜ
363,63,__label__5,This is a great sympathy. Hi-Five is calmly sitting in a chair and I'm sitting in a chair. It's so lonely and cute that I'm so angry. ㅋ ㅋ ㅠ ㅠ It's cute to look at the first cut of the second photo.
364,64,__label__5,I was fired a million won ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ
365,65,__label__5,"But if you tell me that you are just going to blow up the cannon, then that part of the guy that drives you crazy and the moving part is dick. If you get annoyed here, I'd like to tell you to just give up and you'll have to give up the system."
366,66,__label__5,I twisted a little and I did not have any resources
367,67,__label__5,"Arrive at the house, it's so annoying."
368,68,__label__5,I'm sooooooooooooooooooooooooooooooooooooooooooooooo!
369,69,__label__5,I've never actually seen it before.
370,70,__label__5,"I do not have to deal with irritating guests. I do not have to clean them. I do not have to notice them. Hyun Jun, who is irritating, does not have a problem."
371,71,__label__5,I always want to curse my hands.
372,72,__label__5,So it's annoying.
373,73,__label__5,"Oh, damn it, that's Dyesky, you just do not know how to do it, and I'm going to stay out of my mind. ㅜ Sometimes I want to be confused. I do not want to be comfortable, but I do not feel comfortable. I think it will be more annoying. ㅋ ㅋㅋㅋㅋㅋ"
374,74,__label__5,"You know, your shortstop is ahead of Ji-hwan."
375,75,__label__5,"Let's go to Gyeongsangbuk-do. There's a stairway, too."
376,76,__label__5,"No, no, no, no, no, no, no, no, no, no, no, no, no, no."
377,77,__label__5,Why is the schedule for the fan?
378,78,__label__5,Annoying
379,79,__label__5,"I was sitting at the door right now, but it was really creepy and creepy. ㅠ ㅠ"
380,80,__label__5,"At that time, I was not completely poured into the stage, and I was not freaked out."
381,81,__label__5,"Sigh, it's really annoying Oh, will we be in the same position as we do Maxim"
382,82,__label__5,I do not want to see you from the middle of the night.
383,83,__label__5,I was worried about it. Nimmy wool. I'm knee cartilage rupture.
384,84,__label__5,I have to buy something
385,85,__label__5,"Sometimes I feel totally irritable, but if I was not there I would be crazy."
386,86,__label__5,You're off.
387,87,__label__5,I do not want to be in the house.
388,88,__label__5,I do not know why there is a delay in the architecture department.
389,89,__label__5,I do not want to go to school just because I'm annoyed.
390,90,__label__5,I'm sick and sad.
391,91,__label__5,I do not get irritated. I need to go out and buy some money. Prepare to get out.
392,92,__label__5,"If you do the assignment, it feels like meeting another me in me. I am angry, laughing, annoying and crying, and finally ask me to look at the computa. I beg you to help me."
393,93,__label__5,"I did not have a jab for me. I saw what I saw and I smiled and laughed at my teeth. Well, then I was a big boy, but today I have not gotten into a fight. I got hit by a homeroom."
394,94,__label__5,ㅠㅠ ㅜ ㅠ ㅠ ㅠ ㅇ Aaa ㅠ 과제 ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
395,95,__label__5,You are unbearable.
396,96,__label__5,Entry South Korea Ecuador Random Closing Prototype Korea Ecuador
397,97,__label__5,I do not know what to do.
398,98,__label__5,Debit is really annoying too.
399,99,__label__5,"Oh, I'd like to change my body."
400,100,__label__5,"I overclocked, but the heat just got worse and nothing changed."
401,101,__label__5,"Oh, it's really annoying on my cell phone. ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ ㅋㅋㅋ"
402,102,__label__5,"It's the last time, it's more comfortable to say things, and I'm getting used to these things and life. It's kind of irritating and tiring."
403,103,__label__5,"I do not want to let you go to the underground station. I'm not really mad at you. I mean, even if I face it, it gets dirty and my face gets scratched. handsome"
404,104,__label__5,"I was not updating, but I'm out of sight."
405,105,__label__5,The iPhone is really annoying.
406,106,__label__5,"Destruction is not everything, of course. War is annoying because there are many conspiracies and battlefields."
407,107,__label__5,"Be careful not to be seen. If you knew that you did it on purpose, you might get irritated. You laugh and shrug."
408,108,__label__5,I do not know what to do today before the day of the big meal. I am completely annoyed. I have a cold feeling.
409,109,__label__5,Drama is ㅋ ㅋ Drama is annoying ㅋㅋ ㅋㅋㅋ
410,110,__label__5,But why did he do this to Jang and Han?
411,111,__label__5,It is said that the officer who is in charge of the office in a certain district in Seoul does not believe that he / she is here if he / she goes to the parking lot of the quarantine house.
412,112,__label__5,"I do not think this app is strange, and sometimes it's strange to be overtwitched."
413,113,__label__5,I do not know what to say.
414,114,__label__5,"I do not want to be annoyed, but I must have fun."
415,115,__label__5,"I did not go to the panties today, but I did not see them. Oh, uh."
416,116,__label__5,"I do not have a history that has been properly respected by the teacher's own authority, whether it's a lecture or an evaluation. Well, now everyone is adapting to the guidelines and doing it somehow. As always, it's annoying to have this sort of thing without enough explanation and persuasion."
417,117,__label__5,"The marriage news of my first love, and the fact that I saw him from afar, there was a person who met me and the news that there was someone else. It was the day when something strange was happening. I want to get rid of these annoying things and start tomorrow."
418,118,__label__5,ㅠㅠ ㅠㅠㅠㅠ It's okay even if I do not have any money.
419,119,__label__5,I can not beat the heaven and hell on one of your messages. I will be thrilled. I will throw the iPhone and the Mac Pro.
420,120,__label__5,Why do not you do it?
421,121,__label__5,"I do not think I've seen a big hit in the game until the next game, but Catherine is so stupid and freaked out"
422,122,__label__5,I really like this one.
423,123,__label__5,I am annoyed
424,124,__label__5,it's annoying
425,125,__label__5,I woke up and I lie down in my bed. I do not know where I lie down. I do not know. I do not know. I'm completely pushed. I do not know anyone who has been lying in bed because of individualism. I have always lived alone and nobody came home.
426,126,__label__5,I heard that it's such a long time to be annoyed ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
427,127,__label__5,I can believe that.
428,128,__label__5,I do not want to talk about it anymore. I do not want to talk about it. I do not want to talk about it.
429,129,__label__5,It was a really annoying hit with iTunes.
430,130,__label__5,It will be completely annoying.
431,131,__label__5,I keep hanging out and bored.
432,132,__label__5,"I did not sleep, so I had to study and I opened a book. It was my mistake to choose physical."
433,133,__label__5,"I personally think that holograms are a little annoying because they believe that you are self. I think that if you are acquainted with the original ones by building friendships, you might accept them as well. Kawai Soya"
434,134,__label__5,"My brother Friday morning, it is very exciting. Now I have to leave my cell phone and go to the bathroom for the last time, but I have to start my study and start studying. It is annoying if I think about it."
435,135,__label__5,"Oh, he buckles his head like he is irritated."
436,136,__label__5,I can not sleep because my nose is cold and my nose is blocked.
437,137,__label__5,I can not seem to get older when I see that the sake of yesterday I still have left on my way to work.
438,138,__label__5,Hing: I also have a crush on me now.
439,139,__label__5,"I have been living well. Honestly, it is hard to live in the present, but I am happy because I see this mint. I am still working hard with Park Jae Soo."
440,140,__label__5,"Oh, that girl sucks."
441,141,__label__5,"I do not want to move too much, but I just get annoyed. As soon as the holiday season ends, I get irritated by the sky."
442,142,__label__5,I'm irritated.
443,143,__label__5,Chrome Hangeul Phenomenon Phenomenon Phenomenon Phenomenon ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ Phenomenon
444,144,__label__5,How purple is it? It sucks.
445,145,__label__5,"I can not grasp the subject of the whole thing, and the feeling of the modern sense and the distortion of the fabric of the journalism of Japan are combined, and it is very annoyed by the combination of the shield and the figures of the former and the current figure skaters who are avoided."
446,146,__label__5,"I'm sick of it as I get out and I'm sick of complaining about the company, but it's too angry that my brother got to go out and upload my tweets."
447,147,__label__5,Between irritation and impression
448,148,__label__5,It's irritating.
449,149,__label__5,"I think it's a good idea to go back and find out why I've been here so far, but I also want to see some sort of coloring. I feel like I'm going to get rid of it because it makes me sick. I guess I'll give up later."
450,150,__label__5,"Whoo-hoo-chan, whatever."
451,151,__label__5,ㅋㅋ ㅋㅋ I have been alone all the time ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ I was so annoyed to say that everyone was annoyed that he said
452,152,__label__5,"I also had to deal with this before, but I was knocked back, but it flew away. ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ"
453,153,__label__5,"Oh why? Why do you get angry at eating this good drink? When you are alone at home, do not let anyone beside you rationally."
454,154,__label__5,I'll kill you and die. I'll be dead. I can not take a sudden change of situation. I'm violent.
455,155,__label__5,Oh honor Hannan-ri's real dogs puke ㅋㅋ
456,156,__label__5,I'm getting irritated because of Johnnie's daybreak.
457,157,__label__5,Our god
458,158,__label__5,"Damn it I'm a rocker Hur,"
459,159,__label__5,This is definitely not my summit.It's an annoyance that the nuclear weapons powers are meeting the Nuclear Security Summit.It's a violation of the electoral law.I do not want the tax.I'll dig it.I like to show you how to show the kid.
460,160,__label__5,"I have to pay for one set and then choose a lump sum or installment to choose. I choose the installment, but I can not choose how many months, but I choose the number of months. I am."
461,161,__label__5,Mannequin did not like a living face. I do not see it irritated.
462,162,__label__5,I hate it. ㅋ ㅋ ㅋ ㅋ I want to hold my head on my East Sea brother.
463,163,__label__5,"Oh, helsinghana or more."
464,164,__label__5,I do not know.
465,165,__label__5,ㅋ a ㅋ ㅋ ㅋ a 앜 ㅋ A boss keeps getting annoyed.
466,166,__label__5,I need to announce my speech to you. ㅠ I hate it.
467,167,__label__5,I was grunting that he was supposed to be with me. That was him. I understand the tsunami. It's natural that you two are stuck together to prepare for the event. But why are you so sick of it? I have a fever on my face and I just hate the kid next to me.
468,168,__label__5,I have to go to a cram school and I get sick and tired of it.
469,169,__label__5,"Ah, Ahn, Ahn"
470,170,__label__5,The situation that makes me most annoyed.
471,171,__label__5,I was so annoyed about going to a party today.
472,172,__label__5,Good night everyone.
473,173,__label__5,Annoying
474,174,__label__5,"I'm so sick and tired of me, he's touching my nerves."
475,175,__label__5,I would like to see Cliché as a movie. I know that a movie is a reporter. I know how much a journalist is sticking to a scoop. Celebrities. I do not know that a journalist is attached to a horror film. But I'm famous.
476,176,__label__5,An irritating night shift
477,177,__label__5,I am old and I am an enemy. I am lost in my fortress girlfriend. But I vote because I am a mother. I know it is Winner Norlandia.
478,178,__label__5,The ads are so annoying that I just scratched the video on YouTube. It's an extravagant short
479,179,__label__5,"Ah, the annoying Master and the fighting fool are fighting."
480,180,__label__5,I think I'm going crazy because I'm frustrated and frustrated. Why am I so frustrated?
481,181,__label__5,"The problem is that if you use this method and it is an abuse that coin waiters can pull off,"
482,182,__label__5,It's cute. I'm annoyed.
483,183,__label__5,Feeling deprived of Monday
484,184,__label__5,I love you and I love you.
485,185,__label__5,"This is because of the bad thing, but it is said that I want to play with other people because I see it."
486,186,__label__5,"No matter how much I think about it, I know who it is. I know who the kitten is. I told you it was Katok. I'm so annoyed. I really want to boil it in the boiling water. I want to tear it up. I want to tear it up."
487,187,__label__5,Sometimes the times are not weird sometimes.
488,188,__label__5,"Children, baby, they are cute. But if you look at your behavior, it's really annoying. It's always been a little less of an action. I understand that. But there's also a trauma here."
489,189,__label__5,"I heard the answer to the ominous energy of the day today. I expected it, but the irritation and the anger are coming out."
490,190,__label__5,"The man who believed and loved so much that he decided to marry is now this man, but now the husband makes you irritate and one day the lid is completely opened. Dr. Kevin Lehman"
491,191,__label__5,I have a lot of anger.
492,192,__label__5,Jeff Peix
493,193,__label__5,I do not have a way to control my mind.
494,194,__label__5,I'd like to have a gift.
495,195,__label__5,"Oh, Twitter is so annoying, but it's slow."
496,196,__label__5,I woke up too soon.
497,197,__label__5,I do not like it. I do not like it.
498,198,__label__5,"Well, you are already annoying enough and annoying."
499,199,__label__5,You're annoying.
500,200,__label__5,"I do not want to go to camp when I go camping, but when I sleep, I have to wear a gym suit."
501,201,__label__5,"ㅋ ㅋㅋ ㅋ ㅋ ㅋ yesterday, yangyeongyeon and knight fighting ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ"
502,202,__label__5,"Ah, why am I telling this to this? It's annoying."
503,203,__label__5,ㅠㅠ It's my test date on my birthday.
504,204,__label__5,"I do not think it's a boat, but if you think that the team is getting irritated by baseball, it's cold."
505,205,__label__5,That's annoying.
506,206,__label__5,I'd be annoyed if there was no recurrence.
507,207,__label__5,"If the temperature rises inside the car in the summer, the reflected sunlight on the dashboard"
508,208,__label__5,"I can not even use the arm, but I see why I'm talking to someone else."
509,209,__label__5,Would not it be nice to tear it up?
510,210,__label__5,"I'm annoyed, but how long are you going to let me go to Pensa?"
511,211,__label__5,Annoying
512,212,__label__5,Ugh it's frustrating
513,213,__label__5,"It was a confrontation that was not tense enough for me, but it took me to get into my martial arts room and it was annoying. I just grilled squid and grilled it and baked it all. ㅡ ㅡ"
514,214,__label__5,"Oh, it's annoying."
515,215,__label__5,Everyday Study Study Study Really annoying ㅜ ㅡ
516,216,__label__5,"I can not sleep because I can not sleep, it is time to wake up in three hours time."
517,217,__label__5,Pebbles Why every time you refresh
518,218,__label__5,It's annoying.
519,219,__label__5,My health is the best. I got up to the heat in the morning and finally got out early. I think it is a way to go. I do not know how to live for a long time.
520,220,__label__5,"Angry and annoying, but in fact rival"
521,221,__label__5,"A blue man alone on a cloud of dark dawn around alone is looking at the sky alone. Uh huh Hurray, the sudden pouring of pain on the neck of the man watching the sky,"
522,222,__label__5,"This is the last time, but because I have to buy it to play, it gets annoying."
523,223,__label__5,"Oh, no, no, no, no, no, no, no, no."
524,224,__label__5,Do not run when you open your wallet.Don't worry about me.You do not pretend to be good when I open my wallet.Don't feel like it.
525,225,__label__5,It's a devil. It seems to be making you tired. I gave you a sweaty little sack. I was so annoyed that I might fall into that.
526,226,__label__5,I have to admit that I am in a bad mood. I am so sick of it.
527,227,__label__5,I do not want to talk to you if you just say it's okay.
528,228,__label__5,"I am annoyed that I set the schedule for the open space, and I am giving a lot of additions that are not very edited."
529,229,__label__5,I can not agree at all.
530,230,__label__5,"No, it's not a hurry call. So what do you want to say? I have an appointment, I make a promise I can not win, I make a promise I do not have, this"
531,231,__label__5,I am annoyed and I am annoyed with pen.
532,232,__label__5,"I do not know what to do, what to do, what to do and what to do, what to do with things like that I'm annoyed and go out and do not know Maestro's kind of shit chunks. These things are not success."
533,233,__label__5,I do not have anything to hide.
534,234,__label__5,I feel like I do not know much about the irritated baseball because I have an uncle who is cheering next to me today.
535,235,__label__5,Twitter Error
536,236,__label__5,The bus does not come dirty.
537,237,__label__5,I've never actually seen it before.
538,238,__label__5,I do not know how to do it. I do not know how to do it. I do not know how to do it.
539,239,__label__5,"Oh, that sucks."
540,240,__label__5,"Suddenly tall and annoying,"
541,241,__label__5,"I really like it very much, and I was able to control it well. I was good at directing. I made the character well, even if I was a cliché. I do not have a theme to penetrate my work. Do not live like this."
542,242,__label__5,ㅆ ㅂ ㅅ ㅂ ㅃ ㅃ ㅂ ㅂ ㅂ ㅂ ㅂ 나 나 나 나 나 나 나 나 나
543,243,__label__5,"It is the most annoying when it seems to be irritating when it does not roll as it is intended, and it is the most fun when spell check is done."
544,244,__label__5,"Ah, it's more packed than Park Hyun Jun."
545,245,__label__5,The night shift is annoying.
546,246,__label__5,"I think it's a test period, but my friends and I are going to come up with something and go with the restroom."
547,247,__label__5,"I was not annoyed, so I kept walking."
548,248,__label__5,I am sick and tired of being overweight.
549,249,__label__5,"I am so annoyed that if I fall down on my desk,"
550,250,__label__5,"No matter how you think, Tristan 's Minho is so deadly. Tristan' s Newt is laughing in Glade and if you talk to Minho 's eyebrows, Newt sucks meeting today too"
551,251,__label__5,"I do not have a seat and I do not have a bus but I do not have a bus. But I am only sick and tired of it. If I wash my clothes and wash my clothes, I will have a room tomorrow today ㅋ I can not sit still or sit down."
552,252,__label__5,"I really want to do it, but I can not do it because I'm sorry for the twins."
553,253,__label__5,I've seen a lot of people on Twitter. I've never seen anyone listen to me. I'm annoyed by the traffic load.
554,254,__label__5,Fans Tweets too ㅠ It's really good to see them all ㅜ ㅠ ㅠ I love you so much
555,255,__label__5,Injection
556,256,__label__5,It is so good.
557,257,__label__5,Who am I going to play in the backyard?
558,258,__label__5,Thank you for your patience.
559,259,__label__5,"I just have to give up this season for my deck, not the sigron right now."
560,260,__label__5,"Oh, I do not pay a small sum for the computer."
561,261,__label__5,"I do not look so angry, but I get a tee. I peek at it. I've been using everything I've seen so far."
562,262,__label__5,I do not have anything to do with it. ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅜ ㅜ ㅜ ㅓㅓ ㅜ ㅜ
563,263,__label__5,"My grandmother died and a hole was opened in my chest. My grandmother died and it annoys me every day. It comes to bright morning and I do not notice it three times a day. I feel hungry and tired enough to get back to the sun again, A lonely hole in your heart that could not be filled with sadness"
564,264,__label__5,"It's annoying, it's not in the kokkot, and you can do it when you do it."
565,265,__label__5,I'm so tired of kissing with a high school student who is drunk and dreams of a musical actor.
566,266,__label__5,"I'm sad, the actors are coming out with the wrong name and printing errors. I'm getting angry."
567,267,__label__5,"I remember when I made a lance made of Verio Ross material,"
568,268,__label__5,I am so annoyed by the real estate
569,269,__label__5,"The more I think of it, the more I think."
570,270,__label__5,"In the morning I was totally upset and annoyed and screamed, but today I did not like it. I saw it for the first time and it was a big hit."
571,271,__label__5,It's so painful to have a doggy in my heart. It's going to be a little annoying since then. ㅠㅠ If tomorrow gets better soon
572,272,__label__5,I have to do it. It's real punishment.
573,273,__label__5,"Huck, I was just annoyed by something that made me nervous."
574,274,__label__5,I have been feeling pissed off since then.
575,275,__label__5,I'm irritated. I'm a fool to wipe one of my own feelings.
576,276,__label__5,"It's not my job, but it's annoying from the morning."
577,277,__label__5,"You'll see. You're still angry. C-barely. What's going on today? If you see it, you're not just doing it."
578,278,__label__5,"At the meal time,"
579,279,__label__5,"I'm tired and sleepy, but I'm tired of going to sleep. I'm annoyed by Skeet. I remember that I was so busy recently that I was left alone for a week. I just want to see you with a freaky face. I want to see you."
580,280,__label__5,It is not.
581,281,__label__5,"I like the air video, but I did not do it."
582,282,__label__5,"Sometimes I want to try to make Salgard give me a warm-hearted meal if I open my mouth. I have a face that every time I say something like this, I get very annoyed"
583,283,__label__5,"If you do not like the way celebrities tweet, do not follow me. What is that dirty talk and what a twisted tweet is. Then it's cool. Is it cool? Even if you say good things, it hurts when you smell shit that came in your hat on time."
584,284,__label__5,I can tear me out and get angry as well. I closed my eyes as if I was tickling my kisses and laughed a little. I wish I could not. I thought Tae Hee was kissing me.
585,285,__label__5,"If I were Jasmine, I succumbed and I succumbed."
586,286,__label__5,I hope Texek.com supports me on the mobile page.
587,287,__label__5,The rest of the irritation poured into the splitting of the limbs of the cubs.
588,288,__label__5,"Now, this sucks."
589,289,__label__5,"It is not the type that suffers from the nature of the nature every time the nature runs, but it is very irritable because it is irritable. If it hurts, if it does not hurt or it does not hurt, there should not be any pain at all. What is this stinging irritation"
590,290,__label__5,I guess you'll be tired. I'm sleepy. I'm annoyed when I can not sleep.
591,291,__label__5,"Even if I look at it again,"
592,292,__label__5,Tomorrow will be a normal day tomorrow. I will not take a nap.
593,293,__label__5,"If you are sick or annoyed, you can stay in the vase."
594,294,__label__5,"I'm sorry, I have to change the profile, but the picture is still bigger."
595,295,__label__5,"I do not know what to do, but I do not know what to do."
596,296,__label__5,Why did not I give my cancer to me as a reward for the tree?
597,297,__label__5,"Yesterday, I ate at home, the weather was blurred, but I feel weird,"
598,298,__label__5,Story of irritated ginseng
599,299,__label__5,"I was annoyed by the text, but when I look at the pictures, I get seriously angry."
600,0,__label__5,The most annoying person in the movie theater is the guy who kicked his back in front of a big man
601,1,__label__5,"It is Monday, but it seems to be a little depressed."
602,2,__label__5,"I learned psychology, so I taught him."
603,3,__label__5,Why is it so?
604,4,__label__5,I know it's a game called number baseball. I try to do it once and it's funny. It feels like going back to my head.
605,5,__label__5,I got up early in the morning and prepared to go crazy. I put on a bag of high heel dust bag and put it in my bag. I just got out of my earphone and it sucks.
606,6,__label__5,The emperor sucks.
607,7,__label__5,It's a sunny Tuesday with no annoyance.
608,8,__label__5,I'm so sick of God.
609,9,__label__5,Ugh it's frustrating
610,10,__label__5,"Ohhara, the flourishes are annoying and disappear, and they say that they disappear. So I refuse to think that it is an attitude to a person. Excuse me, but I have noticed that you do not plan to disappear in the near future."
611,11,__label__5,What the hell is the other person who annoys the universe?
612,12,__label__5,"I do not order chicken with lap, but I'm pushed as an order recipient ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ"
613,13,__label__5,I would rather use the bus fare as a bus fare in Oman.
614,14,__label__5,"I personally think that holograms are a little annoying because they believe that you are self. I think that if you are acquainted with the original ones by building friendships, you might accept them as well. Kawai Soya"
615,15,__label__5,It's a bit of a game to play with.
616,16,__label__5,"Oh, this is really awesome ah!"
617,17,__label__5,"But I think that I should think that I raised my child according to Sang-Hee's husband. Suddenly, when I was a child when I was annoyed by my mother, I thought about it and my mother made me angry. I was totally distraught and I was sore to my mother all day."
618,18,__label__5,I'd like that if you're annoyed by something similar to insomnia later.
619,19,__label__5,Complaints like you are irritating.
620,20,__label__5,I really can not wait to see Queen Sophie.
