,tweet
8211, 바람 이라고 ㅋㅋㅋㅋㅋ적당 한데 좀 크야지 요세 트랜드가 ㅋㅋㅋㅋ애들이 큰겨 난 정상이라고욬 
8212,오늘도 서울역은 사람이 많네요
8213,심심해  바지랑 셔츠랑 책 좀 사고 커피 마시고 둘어가야겠다-
8214,남자 친구 없어요 
8215,어떻게? 
8216,  명절 더하기 연휸데 쉬는것도 쉬는게 아니고 .... ㅡㅡ; 체력 충전하는 날이네요 
8217, 그땐 제발 제가 쉬는 날이길 기도 해야겠어요.. 전 주말도 일하는 직업이라 
8218,내가 한국어 또 공부해요. 근대 .... 난 다 읒어버렸어 ㅠ ㅠ 매우 어려운!!!! 
8219,아침부터 집안 대청소. 해도 해도 끝이 없구나아~~~ 휴~
8220, 언니 나 어떡해....
8221, 앗싸 ~! 10 / 16 악수회 추첨에 당첨되었습니다! 또 하늘에도 오를 것 같은 기분입니다 ... 감격 해 눈물이왔다 ... 내일도 만날 수 있고 ... 너무 행복하고 무서울 정도입니다…
8222, 그 중에서두 다시 만난 날
8223,크~~~날씨 조~~타!!! 이게 뭔일이냐고!!!! 10월에 접어 들었으면정신을 차려야 할꺼아냐!!!이렇게 더우면 어쩌라구!!! 으앙~!!!날 좀 괴롭히지 말라구~ 
8224,기다리지 말까...? 자꾸 기다리게 되는데 
8225, 오빠굿굿모니잉오늘드뎌일본투어지금피닉스들으면서준비중빨리빨리보고시풔공항에서봐여~♪12시비행기로오는거죠??오빠일본어로쫌트윗해줘요
8226,Back to Playful Kiss again. Absence does make the heart grow fonder... 현중아... 보고싶다..
8227, 그러게말입돠....만나온 기간 중 떨어져 지낸 기간이 더 길어요...
8228,Leeteuk's enlistment is near....  가지마 오빠!!!
8229, 생 해산물 구하기가 힘들어요...게다가 비싸고
8230, 오쁘ㅏ 굿나잇~~~ 보고싶다다다다다다다..
8231,정말가고싶어.......ㅠㅠ빅뱅보고싶어
8232, 오빠 운 없다 생각하지마세요 ㅠㅠ 오빠가 땀 흘린만큼 좋은 결과 있을거에요 !!!!! 부상 당한곳은 얼른 나앗으면 좋겠네요 항상 응원할게요 화이팅  *^^*
8233,충전기가 없어서 폰 꺼질까봐 틧터도 제대로 못보고.........잠이나 자야지
8234, 바로~~~~~~~~~~~~~~~~~정말 좋아 잘자요
8235,휴우 무슨 팔자람. 어찌저찌하다 결국 4번째 티켓팅 꺼이꺼이  내일은 꼭 안까먹고 입금해야지!
8236," 내가 너무 그를 사랑한다고, 제발 말해"
8237,  그러게말야 내가 정신이  담날 한다고 여유 부리다   맘 비웠으 
8238,저 뚱뚱하다 
8239,Making alone 저리 혼자 정신없이 만들면 몬 맛이..... 주인 어딧어   Starbucks 
8240,      곧 터치가 태국에 팬미팅이열리네요. 빨리 태국에 미팅진행한 영상을 보고십어요..
8241, 아궁....기...기.........
8242,오늘도 들국화는 감동적 
8243,새로운 꿈을 꾸겠다 말해요 
8244,"  남편과 아들이 돌아왔으므로 갑자기,바빠지었습니다내일 많이 이야기합시다잘자"
8245,난 가고 싶지 않아 
8246,학교 
8247, 영배야너의tweet가 없는 날은 뭔가 쓸쓸해잘자
8248, 저번에 주신 주소가 없어졌어요..!>_<청첩장보내드려야하는뎅..
8249, 오빠 나 술 쳐다도 못보는 앤데~   짝보는동안 일케 마셨어요 ! 아놔 어지럽다  아놔 후유증...... 
8250, 무슨일 있어요?? 왜
8251,야~~~~ 술먹자!  또 먹자 ~^^* 
8252, 얼마나 기침을 많이 했길래 ㅠㅠㅠㅠ 약은 먹음?? 얼렁나아야됨다~~~
8253, 아직 촬영하구있어요？？수고하세요(*´･д･`)ﾉ졸리지않아여？？(p｡<)뮤비 기대기대ㅎㅎㅎ끝까지 힘내요내 왕자님오야스미나사이Junna★준나
8254, teukiee oppa ㅠ_ㅠ ........really sorryㅠ_ㅠ.............plz forgive meㅠ_ㅠ........... 
8255, 아니우리요섭오빠 사라합니다 
8256,당 이나 아어 나. 
8257,    DewzVii ㅋㅋ  
8258,난 당신을 다치게하면 미안 해요. 미안해....... 
8259,아프다... 
8260,미힌!!!!! 
8261, 좀 지나치게 샀습니다그런데 에릭 멋있습니다
8262,ว่างเปล่า. อยากเข้าไป แต่ไม่กล้า 멍~~~ 
8263,"화장실 방향제....압력을 못이기고 내 이마와 머리, 화장실 거울로 팍! 분출!!!덕분에 나에겐 싸구려 방향제 향이 나요!!! 아하하하~~~ 헤롱헤롱 어지럽다!"
8264,이승엽 코시에서 결정적 순간에 홈런 칠 것 같다 100! 헤헤 올해 승짱 돌아와서 팬들도 기뻤지만 승짱도 진심으로 마음 편해하고 행복해하는 거 보여서 좋았어요  
8265,To mother g.o.d 어머님께 지오디  read description  
8266,   ♡♡♡지환아♡♡♡제이~♡오늘부터10월이야~(^-^)/ 빠르네(˘･ᴗ･˘)←지화니의이모티콘도 새롭게해보았어♡ 어때(˘･ᴗ･˘)?귀엽죠⁇ㅋㅋ♡미키♡
8267, 아... 그렇구나 아까 연락하다 말아서 미안 갑자기 성묘점 다녀오느라구 기다리는 사람 생각 못하구 갔네 
8268,제주도에도 맛있는 빵집이 있는데.....뚜벅이인 난 가기가 힘든게 함정
8269,간만에 정말 맛있게 즐겁게 식사 한것 같아~ 고맙다 친구야pizza pasta salad화덕피자   홍대화덕피자 
8270, 나카씨는 없었어요대부분 iPhone를 보고 있었어요내일은 함께이네요(￣▽￣)
8271,super duper happy cause Hwang Chan Sung 찬성오빠 !
8272,예술하시는 외쿡 아저씨!!  야쿠르트 싸장님한테 혼나면 안대요~~ 
8273,"같이 온 애가, 경비 담당하는 애가, 커피는 하루에 한 잔 밖에 안사준대요. 난 찡찡대지도 않고 열심히 걷고있는데...."
8274, 내가 오빠를 보고싶지만 못 해요너무 속상해요
8275,지용오빠～！만나고싶다…
8276, 아니라니까
8277, 좋겠다 +_+인생이굴곡이있어서 ㅋㅋㅋ 전인생자체가굴곡없어서 재미없어요
8278,nowplaying Only You by 테이큰(Taken) I miss this boys 
8279,이렇게 화창한날 나가지도 못하고 학교안가는 날에 놀지도 못하고 억울하다감기 빨리 꺼졍
8280,하늘이 너무 이뻐서 나가 놀고 싶다너무 졸려서 머리가 어지럽다양립할수 없는 욕구에 발을 동동 구르며 자증냈더니 엄마가 마구 웃으신다으아- 뭘 해야 하냐고!!! 
8281,"케토톱이 필요해. 아이구, 도가니야. "
8282, 오빠 ... 하이 터치하고 싶었다 ㅠ ㅠ 내가가는 날은 없었어요. 모처럼 후쿠오카에서가는 유감 .. ㅋㅋ..
8283, 돌아서면 잊어 버리는데 담날 입금 하려다 그만!!!!
8284, 오랜만이예요~ 보고싶은데 신청기한이미지났던데 
8285, 오늘의 점심은 최악의 패턴이에요
8286, 나두... 고프다..헤어진지 쫌 된관계루 
8287, ㅠ ㅠ bad morning for me 
8288,SO HOT 너무 더워요 
8289,  너무 그리운 인석오빠오하요～！！오늘 오후에 한국에 돌아갈께요～！이 1주일이 너무 행복햇으니까뭔가 슬퍼지고 있어요～ㅠㅠ！！힘을 나눠주세요～ㅠㅠㅋ힝암튼 오빠～좋은 하루～^^인석마리나
8290, 그렇게노골적으로말하신다면......인정은해드립니다 ㅋㅋㅋㅋㅋ추석에즐기지도못하고출근합니다 임시완군과난피장파장 ㅋㅋ우린불쌍한사이
8291,웃유
8292,콧물 질질
8293,"""우리 연애할까~? I love you~"" I would say nowplaying but then I have no earphones"
8294, 이힛 잘갔다가오라고 물떠놓고 달덩이에게 빌러야겠다  나보고싶다고 일본에서 울고있기없기 ㅋㅋ
8295, 으음...가나요?
8296,   언니 나 석촌호수 다신 안 가게 할라구 ㄱㅇㅇ들 언니가 풀었지?!!!오백개 있었어여튼 난 이제 거기 안 가는걸로!
8297,   끼악어트케 알았어>_<
8298,Full of memories ~ full of happiness .. Yeosu The Expo Town좋은 추억 가득한 여   Thailand pavilion Yeosu Expo 2012 
8299, 아니.. 하지 않는~ 이미 아픈 것 싫어 
8300, 가호는요? 
8301, 저 기억해요？？너무 너무 사랑해요 
8302, 에에-린쨩 고뿔?? 환절기 조심조심바이타밍씨 마이 섭취하궁 연휴에 푹쉬엉
8303, 저 기억해요？？너무 너무 사랑해요 
8304,보고 싶어요 
8305, 너무 좋아요
8306, 정말이징...말 바꾸기 없기 ㅋㅋㅋㅋ 퉤퉤퉤.. 
8307, 멘션보내두 팬들이 많아서 잘안보이나봐요힝
8308, 특오빠~이 말씀을 봐서 눈물이 나온 정도 큰 감동 받았어요.오빠를 알게 되기부터 항상 행복 느끼에 담겨 있어요.오빠도 우리 ELF에서 큰 행복을 받으면 좋겠어요.오빠~사랑해요
8309, saraghanda  얼굴도 보고싶어할 그대들을 위해=_=~! 
8310,I'm such a 나쁜놈!!! 
8311, 홍균아 돈갚으러가야하는데 아놔 너무 바쁘다
8312, 갠찬아?? 자다 깻구낭 
8313, 나더
8314,한국! 한국! 한국에 가고 싶어요!  해피추석여러분!
8315,   DewzVii ㅋㅋ  
8316,감기와 함께하는 2012년 추석앞으론 감기걸린 남자친구에게 뽀뽀하지 않겠습니다. 남치니보다 내가 더 심하게 앓는 중. 억울해 
8317, 하하하하하하하하하하하
8318," 구시대... 예예   나도그기분알아요 요즘애들이발육들이좋아서 ㅋㅋㅋㅋㅋㅋㅋ 근데...임시완군요즘애들이아닌가부다 ㅋㅋㅋㅋㅋ”""시완아.. 지못미!!ㅋㅋ"
8319,구시대... 예예   나도그기분알아요 요즘애들이발육들이좋아서 ㅋㅋㅋㅋㅋㅋㅋ 근데...임시완군요즘애들이아닌가부다 ㅋㅋㅋㅋㅋ”
8320,Heedictator ^^ oppaaaaaaaaa 난 사랑 해요
8321, 나도그기분알아요 요즘애들이발육들이좋아서 ㅋㅋㅋㅋㅋㅋㅋ 근데...임시완군요즘애들이아닌가부다 ㅋㅋㅋㅋㅋ
8322,아녕오빠 !!  정말 보고싶어요  can't waiting too long for your next drama
8323,  영화보고 너무웃겨서 눈물이났는데 아까이사진보고 너무웃겨서 눈물 너무흘림님!!!너무하잖아
8324, 내 편지 읽었으면 좋겟어.. 못 말했는 말을 많아서..
8325, 푸하하하 나지금까지영화보다가웃겨서눈물흘렸는데 님!!!너무하잖아  웃긴다 ㅋㅋㅋㅋㅋ
8326, 오빠(●⁰౪⁰●)♡오늘은요!!난 공부 진짜 열심히햇어요!!칭찬해줘(๑ּగ⌄ּగ๑)♡ㅋㅋㅋㅋㅋ오빠너무보구시퍼여아이타이데스Junna★준나 
8327," 유감이지만 wowwow는 볼 수 없습니다동방신기도 일본에 오고 없습니다world tour도 일본에 올 것인가, 모르겠습니다DVD 로 견딥니다!!!그 사람은 윤시윤 이 아니에요??좀 다릅니까???"
8328, 미안해요... 수호없어서....
8329, 오빠~태풍이 굉장하네요! 폭풍우 다~>＿< 괜찮습니까? 걱정입니다ㅜㅜㅜ 주의 해주세요
8330,  오늘은 난행복해요 because of you ㅎㅎㅎ ><”
8331,<문재인 `나홀로 봉하行..노무현 묘역 참배>  보고 싶다.  노통 !!!!! 
8332,Craving for sushi  (ㅠㅅㅠ)
8333, 야~~~~ 언니!! 왜??!!정마로!!?? 왜 왜?!
8334,Big bang concert withdrawal symptoms :((( 지용 오빠~~ 너무 보고싶다  
8335,오빠랑 언니일 거라 예상은 했지만 음!! 순간 심장이 덜컥했어
8336, 네〜 정말로 누구??딸도 모르는 것 같습니다
8337,배고파 
8338," 근데아까 대기실에서 그쌤이랑 더원이랑 만났을때, 더원표정 무서웠다눙 찡찡”ㅇㅇ그거보고 하보컬 맞을까 두려워씅"
8339,CRASH last promotion performance was wonderful  will miss B.A.P's 대박사건 퍼포먼스 !!
8340, 리얼이네요
8341, 심장보다 배가 터질려해서 스탑
8342, 아 존나 오줌터질거 가튼데 칠곡휴게소 사람 개쩔어서 참고 가고잇음토나올라칸다 안녈
8343, 또 감기 걸려 버렸습니다.  이특 이야말로 조심!
8344, 추위 약하십니까?? 정말로??이거부터 힘들 거예요일본은 오늘은 태풍 로 좀 춥습니다
8345, 들어 본 적이 거기는 먼거야 ...
8346,가지마 !! 
8347,맘을 아프다.오빠 미안해요
8348, 좋겠다〜.꒰ ॢ´﹏` ॢ꒱나는 오늘도 또 아침 낮 밤 만들었습니다부모의 밥도!!!어제 많이 샀으므로 할수없습니다. ꒰ ´ӟ`꒱.｡다녀 오 십시오 ٩꒰*´◒`*꒱۶
8349, 이렇게 뭐야 조치 모두 근사 하지요^_^ 한국 사랑 미래는 한국어를 할 수 있도록 지금 공부하고 있습니다 아직 번역기에 걸쳐 않으면 무리지만
8350, 미유(⋈･◡･)✰ 미안 통하지 않아 ...
8351,  테이큰1보다는 덜하지만 리암니슨아저씨 너무 멋잇어용재미잇어요헤헤 ㅎㅎ 즐거운추석명절보내세요 ~ᴗ )/
8352,인가 봤는데 응원소리 커서 좋아.. 스쳐지나가는 내 모습 보면서 울 가족한테 들킬까봐 간이 올망졸망..- -;; 울 어머니 동준이 등 다 벗겼네.. 그러게요.. ㅜ ㅜ 난 눈물이 날 뿐이고.. 울 조강지남의 마지막모습..
8353, 기다리겠소...
8354,비가...가게애서 나갈 수 없어천천히 하자…
8355,나도 지금은 김로켜니 밖에 구분 불가.. 
8356," 오빠,가지마세요! "
8357, ㅋㅋㅋㅋ 오케이!!! 사운즈 쏘 긋
8358, 오빠 일본은 태풍이에요오빠 무서워
8359, 네〜〜고마워요〜괜찮습니다
8360,명절 연휴 이틀 동안 한거라고는 먹고-자고-애니팡-먹고-자고-애니팡... 이외에는 야구 관람과 개밥주고 산책 두바퀴... 아까 먹은 점심 때문인가 또 졸린다... 
8361, 현준투어 정말로 수고하셨습니다저도 어제 너무 행복해서 잠을 못 했어(T ^ T)♡현준의 말 언제나​​ 마음을 울리는거야 (T∩T)사랑 해요 (ToT)/~~♡오늘은 쉬어주세요 ♪올린 포니 아 의 시호
8362, 페북에 체크인 할려니까 아무것도 뜨지 않는다는... 이거 심각하군요..
8363, 나 12월에 갈라구요...ㅠㅠ그때까 어디가지 말고 쫄센에 꼭 있어야 해욧~!!! 산타클로스 선물보따리 메고 갈께욧ㅎㅎ
8364,아....주위에 세이브라이온즈팬밖에 없네...오릭스 응원하고 싶은데.....눈치보여이 대호 화이팅!!
8365, 사진은 찍을 수 없었던 것 같습니다
8366," 인석아어제는 수고하셨습니다mLIVE가 끝나서 외롭습니다 즐거움을 찾지 않으면 이번의 LIVE에서 인석가  누구보다도 좋아합니다인석아 매우 여위었기 때문에, 근육과 몸을 정돈해 주십시오.  걱정입니다 "
8367," 아름다운 사진! 경치도 깨끗하고, 동우도 귀여워 ~  날씨 괜찮구나. 일본은 태풍이 와서있어 ~"
8368, 종운아~weibo시작했니?나 중국어 모르다...（−＿−；）
8369,miss u  인스피릿~~!●•●즐거운 추석 가족들과 좋은 추억 만들며행복하게 보내세요! 보고싶어요 
8370,비도 바람도 강하게 되고 왔어요여러분 조심합시다<일본는 지금 태풍이 오고 있어요>
8371,  나도...
8372, 씁쓸....(폭풀 눈물)
8373, 햄지느님 지금 교통정체가 절 과롭힙니다 
8374,"공간이 주는 기쁨이 이리도 큰 것이었나. 오랜만에 내 방에 오니, 이산가족 상봉이라도 한 것마냥 감격스럽다. "
8375, 네〜20off는 위험하지만 최고*\(^o^)/*
8376,"씌원해 하앍  다이어트 Nike+ Running를 사용하여 6.36 km 러닝을 5'30""/km의 속도로 마쳤습니다.  nikeplus"
8377,십이일에서 이세상의 가장 잘 생긴 남자들은 인도네시아에 올 것이다~~!!! 어뜨께?? 콘스트에 가서해야하나요?? 돈이 없는데;____;  보고싶어 ㅠㅡㅠ 가지 않으면... 후회 것인가??? 아~ 아침 부터.. 벌써?? 왜이러니?힝
8378, 넹ㅠ_ㅠ사정이 생겨서 흑흑 완전 잼났을거같든데ㅠㅠ 흐엉.. ㅋㅋㅋ즐거운추석보내세요!!
8379, 해피 추석 ♡명절음식 배달하고 시프다.. ㅠ3ㅠ맛있는거 많이 먹어요 
8380," 안녕하세요～ ( ´ ▽ ` )ﾉ 일본은 태풍이 다가오고 있습니다 만, 한국은 어떻습니까? ?오늘도Fighting 오빠사랑해"
8381,저 한테 많은를 수행 불행하게도 ~ ~ 제가 트위터에서 많은 사람들이 원하는 이유 하고 싶어
8382,러 빙 유 
8383, this weeks episode of 무한도전 >>> dead” << LMFAOOOOO 
8384,마지막 행복한 하루  
8385, 앙대 앙대 앙대 
8386, 일어나 있습니까?최후의 전철을 놓쳐서는 안되어서 달린 결과 넘어지기 무릎이 부상입니다역시 주인을 닮는 것인가 나는 정수를 닮아 있는 부분이 많은 라고 말해져요.사실은 나도 shygirlㅋ섹시한 부분도ㅋㅋㅋㅋㅋㅋㅋㅋ
8387,잠을 못해요 I want to sleep but I cannot sleep fuck the world
8388,오마이갓
8389,"나의엄지왕을본곰쓰""발가락??""이게미쳤나..주사 맞은 양쪽팔이 욱씬거리고,손끝도욱씬"
8390,안녕 goodbye adios  
8391,ليتووك بيروح ب10/30 ㅠ_ㅠ 
8392, 령9 나에게 줘배고파요~
8393,  노나 마실 때 차장님도 함께 하시면!!! 11월 휴가 때문에 당분간 휴가가 없을까요 블로그글 봤어요 뭉클뭉클한 차장님 마음이 느껴져서 저도 뭉클뭉클했어요 ㅠ기도할게요 차장님!
8394, 그래도 진짜 무지 만나보고 싶었던 제이를 직접 만나고 내려준 커피도 마시고 해서 아주아주 만족하고 행복했어요. 그 날 커핑도 있었는데 못하고 나온 건 정말 너무너무 후회스럽지만요.
8395, 다른 곳은 못갔어요숙소이동문제가 좀 커서 시간이 1시간밖에 없어서요. 도보로 왕복 약40분에 매장에 15분정도있다 나왔나봐요. 숙소이동하다 Taped & Taped 114가 차창밖으로 지나가는데 아 울뻔했어요 
8396, 우리오빠 뉴칼레도니아에서 즐거워요? 전 절거운 한가위인데도 오빠가 한국이 아니라 생각하니 왠지 뭔가 부족오빠 언제 어디서나 행쇼
8397,Twitter Vr.up하고부터 늦어져서 쓰기 어렵다 
8398, 재원아 한국은 오늘부터 3연휴네요정말 3일간 일이에요?어디에도 놀이에 가지않아요?불쌍해요다음에 일본에 오는 것은 언제?오늘도 셀카는 없이네요(￣▽￣)
8399,소지섭 홍대서 게릴라 데이트를~~!!! 홍대녀인 난 왜 못 봤는가!!!!!  ㅋㅋ 인파 대박!!!!!!
8400,"엽기적인 그녀..... ""균우, 미안해""  Watched my Sassy Girl again.... After like 5 years"
8401, 쥐대골은 범고래 조련중   누구예요?
8402,두통이 매우 어려워
8403,오늘꺼 무도 좀 보내주실분...?
8404, 복근복근??레오복근이라니요!!!ㅠㅠ
8405, 주부님들께 죄송해서 글 올리기 민망했는데 역시나....ㅠㅠㅠㅠㅠ 죄송해요 .
8406, 아직 전북 ㅠ^ㅠ 5시간반 넘게 한자리에 앉아있다보니 궁디가 세모네모 허리가 댕강댕강 
8407,"늘 언제나, 고생 한다고, 도와줄수 있는게 이것뿐이라며... 우리에게 맛있는 간식을 주는 ""효리언니"" 사랑합니다, 고맙습니다따뜻한마음따뜻한군고구마   plastic studio "
8408, 이름 틀렸어
8409, 정말 무서워 ㅠㅠㅠ 마지막 1 년 프로젝트.. 모르겠 어떻게
8410, 네네.. 엄청 밀려났어요 지금 ㅠㅠㅠ 157위라는... 흑흑 
8411,  아니 명절에 냉장고가 비면 어떡해요?
8412, 네네  전 못구해도 걍 그날 가서 뛸라구여 
8413,아~~~~너무 슬퍼요~! (´･_･`) 오늘 밤에 오빠를 볼 수 없습니다. 왜 왜 왜 왜~!!!!오늘 밤에 결혼식 저녁 있어요.bigbang concert 
8414, ㅠㅠㅠㅠㅠㅠ함께
8415, 오빠
8416, 10월에 가세요 
8417,그런 의미에서 함께 찍은 사진 
8418,오늘 친구 두명이 샌프란시스코를 떠났다. 고작 몇주 동안 알게된 인연이지만 이렇게 넓은 세상에서 닿게된 게 참 소중하게 여겨진다. 비록 따로 잘해주진 못했지만 마음으로나마 안녕을 빌어줘야겠다.  언젠간 다시 만났으면 좋겠다
8419, 오늘은 A4 블록 54 번에서 보(^^)오늘도 기대하고 있습니다♡♡♡이렇게 스테이지에 가까운 것은 처음이라 긴장합니다
8420, 재원아~이제곧 follower가 10만이 된다대단해요(￣▽￣)난...아직20인이에요
8421, 네〜고마워요〜〜여러분 조심하세요〜
8422,낯설다... 아직...
8423,아 난 여기에1시간넘게기다리는것처음입니다  
8424,내 가 ㅙ 이 바 보 맜 을 까 ? 
8425,Watching 아름다운 그대에게 all night & now I wish I had a 남자친구 like that.. socute TTBY  민호!! 
8426, 데이트 할 사람이 없어서 못 가봤습니다…OTL 
8427, 에휴~ 정말!!한번가기참~힘들어요
8428, 조심은둘째치고 사람이너무많아서 친척집에갈수나있을런지모르겠어요 
8429, 시내버스타고 친천집갑니다 지금터미널안에 개미떼가모였어요
8430, 샤론님 얼른 나으셔야 될텐데  추석 명절인데 본가도 못 가시겠네요 ㅠ 부모님 걱정이 많으시겠어요 ㅠ 제가 다른 건 잘 못해도 송편 반죽이랑 동그랑땡 만드는 건 일가견이 있습니다 ^^
8431,사랑시고백구행복동 하길래들 어디서 나왔나했더니 노래가사네. 어우
8432,오직 그대만  
8433,내 눈깔 진짜 병신인가봄 평소엔 통장잔고 볼때 숫자뒤에 0하나 더 보이더니 이번엔 왜 하나 덜보여서 추석을 강제로 혼자보내게 된건지...허허허 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄마 우엥
8434, 2마리는 정말로 귀엽다!!옷은 누군가의 선물⁇ 그 옷도 매우 귀엽다!! 일본은 이제곧 태풍이 올 것 같다 … 강한 태풍의 예보… 주의하지 않으면! 엄마는 행복한 1일을 보내!
8435, 그래요 언젠간 보겠죵 오랜만에친척집갑니다 미운4살조카들이 아이스크림사달라고쪼르겠다
8436, 대현야.....오늘 화이팅!!!!!너무 가고싶어ㅠㅠㅠㅠ혈.........보고싶어ㅎㅎㅎㅎㅎ 대박사건 너무 좋아화이팅화이팅!!!!! 우리 B.A.P너무 대박
8437,오랜만에 늦잠 자니까 좋다 캬컁근데 짜증나게 코가 양쪽 다 막힌다숨은 입으로..최악이다
8438,아침 일곱시에 인천에서 고속버스로 출발한 조카가 아직까지 안성 부근에 있다고합니다 언제 도착할련지
8439,내 뇌 세포 
8440, 긋모닝 쫑현이!!! 추석을 잘 보내세요!! 한복 다시한번 입고 싶어..... 한복 너무 예쁘다 ㅠㅠㅠㅠ 
8441, 네~σ^_^;난 오늘 한개월 한번의 일에 오고있어요빨리 돌아가고 싶다~(＞人＜;)
8442, 우헿헿 새벽에 내손으로 성공!!! 언니 오늘 전부치느라 고생하겠네
8443, 진짜??불쌍합니다누구인가는 사원의  것 같다요과자는 월요일에 가지고 돌아가 주십시오나는 지금부터 펑크를 고치러 가겠습니다
8444,목감기네 ㅡㅡ 에고.....이건 아니자나
8445,울지마 태준아 
8446," 어머, 언니 아니고 여동생이예요"
8447, 다녀오셨어요(￣▽￣)3연휴는 일?휴가 없니?몸조심해요
8448,"토요일, 게다가 연휴 첫날, 6시 반에 눈떠 말똥말똥- 아... 억울해 "
8449,심장 통증
8450, [Fanmade] 박유천 여진구 보고싶다 상플.avi:    CR  박 은” 
8451, 이...이거만 마실께요 
8452,나의 완벽한 이상형 성둉이 같은 사람을 만나고 싶은데... 우리 요정천사님은 사람이 아니므니다 그래서 요즘은 묭수같은 자상한 남자를 만나야 겠다고 생각하고 있는데... 그런 사람은 세상에 묭수밖에 없ㅈ ㅏ ㄴ ㅏ ㅠ_ㅠ 흐규 레몬사탕 어딨지...?
8453," 오빠, 난 정말 너무 괴롭다 네 요.회 내 세요. 그렇지 않 으면 내일 갈 는 머리 를 짧 게 깎 였 다.더 이상 근 엄 길 어!!!"
8454,다가가려 하면 넌 자꾸 멀어져 왜 자꾸 멀어져~ 
8455,  아직입니다내일 사러 갈게요.나도 또 사진 보내겠네요
8456,여기 어쩌지? 이 맥주 어쩌지? Brugge 정말 잊을 수 없는 곳이 되겠구나.  [pic] — 
8457,  홍기오빠!도와춯세요! 
8458, 이정도 일줄은 몰랐어 진짜 ㅠㅠ 내가 풀은 애들 중에 하나쯤은 나올꺼라 생각했는데..
8459," 난 월요일, 화요일, 수요일 날도 현장에 꼭 가야 하니까 못 가 제강부는 참..."
8460, 오늘은 셀카 없어요?그럼 제 셀카를 봐(￣▽￣)꽃이 이쁘죠? 
8461,Kesempatan itu hanya satu kali.. Tidak akan terulang lagi  ♫ 잊을만도 한데 by 서영은 (Seo Youngeun) — 
8462,Love it  ♫ 버킷리스트 (The Bucket List) by JK 김동욱 (JK Kim Dong Wook) — 
8463,  오늘의 쇼핑은 어땠어요?좋는 옷은 있었어요?난 50분 잔업했어요~
8464, 난 깨어있을 자신이 없네 ㅠㅠ 편도는 쉬어야 나으니깐
8465, 늦게 끝났네요오늘은 나 때문에 돈이 맞지 않고 슬펐습니다지금부터 아들을 마중나가겠습니다
8466, 부럽부럽
8467," 오빠, 다른 멤버분들이랑 무대에 계시던 모습이 그리워요! 빨리 컴백해 주세요"
8468, 동생…kangen you deh 
8469, 네에...운동도 하셨으니 가뿐히 숙면으로 굿밤요~
8470,Why must it be an exclusive event!?!!!  나는 현우를 만나고 싶어
8471, 나듀요!!!! 최고!!!! 시간이 너무 아쉬웠다는~~ 모르고 궁금했던것도 많이 알게 되고 ㅋㅋ 그리구 내일 비 안 내릴거에요~ㅎㅎ 근데 11월까지 언제 기다리니요
8472,배불러요~....돼지처럼 뒤룩뒤룩 살이 쪘다  oops
8473,가지마 
8474,엄마랑 마트에 왔는데 사람이 너무 많아송편이 먹고 싶어서 사려고 하는데 엄니가 백태 중국산 이걸 보시고 안 사주심
8475, 자기포장화!!대박입니다  아주그냥~ㅋㅋ 엄마보고싶겠다 
8476, 이런.....
8477, 또 나는 감기를 끌었습니다 T_T 목이 아프고 몸이 나른하다 (-_-)  머리도 아프다（ ;  ; ）
8478,정말 사랑해.....
8479, 마음대로 막못가!! 쯧! 탈출해버려요 과감하게 ㅋㅋㅋ
8480,풍성한 한가위모기가 제대로 풍년이네 얼쑤으- 정독실에서만 몇 방이야
8481, 우리엄니가일시키면 큰일인뒤  추석에집엔가시나요?
8482,우리는 국장님의 열정덕분에 완전끝인데.. 뽀송네는 마지막까지 수정에 수정을하는구나ㅠㅠ 근데 난 여기팀도 아닌데... 집에못가구 종편실에 녹음실까지 와있는거징??
8483,아름다운 조우 안녕아파서 출근도 못하고 공연보러 갈 힘도 없다.. 티켓 날려보긴 난생 처음이로세ㅠㅠ
8484,투피엠 바리 도라와!
8485, 응?? 몇시??
8486, 종운아 어제는 피곤하고 자버렸어요최근의 사진은 누가 찍었니?왜 종운의 셀카가 아니니?난 셀카를 좋아요(￣▽￣)오늘은 셀카 부탁해요
8487, 응원＼(^ω^)／나는 올해 TONE 라이브 못 갔다~내가 제대로 한국어 말할 있을까?ㅋㅋ서투른 죄송~(´・ω・｀)
8488, 민영？OK( ›◡ु‹ )나는misaki불러줘덧붙여서 나는 한국어를 몰라요~~(>_<)번역 어플로 번역하면서 노력하겠습니다~~미안해~
8489, 내일을 위해 맛있는 밥많이 먹고왔다주세요~메구는 아직 밥 먹지 않았어형준은 무엇 먹는 걸까？？형준아 오늘도 멋있어요멋진 형준 볼수있어 너무 행복해~내일 전력으로 응원하니까요(∩˃o˂∩)♡형준아 화이팅
8490, 우앙 현진이 케티엑스타고내려가나 좋겠다 나두 맨날 버켄스탁만신다가 운동화신으니깐 발에 땀찬당
