,tweet
4433,진짜 판도라의 상자 같아요...
4434,그건... 좋은 사정은 아니네요.. 그만큼 일에 파묻혀 살아간다니..
4435,운영진 여러분의  맘고생과  노력이 헛되이 되어  너무 맘이  아픕니다 앞으로 이런 일이 없도록 우리 아미들이 단합하여 강경 대응하되 우리 방탄에게는 직접적인 피해가 안 가도록 저희가 더 노력했으면 합니다 벌써 상어떼 같은 기자들이 달려들고 있네요
4436,오츠 카레...?!!
4437,"나도 우리 클리브 사진 하나 찍어두고 싶어서.  안 돼...?  (세상 불쌍한 표정...) ㅋㅋ 자기야. 오늘 낮에 35도까지 올라간대. 나 녹아 흘러내리는 거 보고 싶구나...? 그래, 그럼 뭐... 갈아입어야지..."
4438,이런........ 소위님 안구가.... 안경 인생이네요......  슬퍼  오늘까지 학교 가면 내일은 안가네요!!!!
4439,피비 오한아 일러 세인트 
4440,"네, 맞아요. 파파고도 이용해보려 했으나.. 영 번역이 이상하네요..."
4441,너 혜경이니?
4442,옆에 계신 줄 알았으면 잠결에 사랑해라고 말할 걸 그랬어… 그나저나! 잠은 안 주무시고 저를 보고 계셨단 말이죠? 
4443,"영준이 위에 올라타고 얼굴 바라보면서 콘돔 포장 이로 찢는 최댕댕 생각하고 오늘 하루 버티기, , , "
4444,"에어컨,,, 아직 청소 안 했어,,, 흑흐기"
4445,사열식 직후 불려간 가이 체벌 결정할 때 멘지스가 “너 너무 심했어” 하니까 어처구니없다는 듯 헛웃음 지으면서 “너까지?” 하는 연구이 왜 이렇게 좋지 ㅋㅋㅋ 그러다 멘지스가 자기 편 들어주니까 그렇지! 하면서 좋아하는데 파울러 입장에선 얄미울 만도 해 
4446,첫 고양이랑 나는 추억이 많다고 자다가 갑자기 방 천장이 무너져 내리면서 쥐 떼들이.... 언니들은 울면서  도망가고 나는 초등학생 들어가기 전. 겁도 없고~ 옆에 공양이도 있고. 엄마는 의무로 잡고. 고양이랑 나는 진심으로 신나게 잡음.. 언니들은 아직도 경악함
4447,문득 든 생각이 다음 카페 즐겨 찾는 게시판 / 카페로 설정하고 접속하면 방문일 집계 안되는 게 여태껏 방문 일수 안 늘어난 멤버도 저렇게 설정 해놨으면 들어와 보긴 했을수도ㅋㅋ  에효.. 그냥 다 모르겠고 회사에 의견 피력 좀 해 봐 아미의 모든 게 궁금하다며 덕질 힘든 건 안 궁금하니
4448,새벽에 잠을 설쳤더니 자꾸 눈이 감겨오네요. 수련만 아니었음 더 늘어지게 자는 건데 말입니다. 
4449,조숩니다 다수결로 인해 이제부터 요 위인 걸로! 
4450,그러니까 도대체 어디 가…. 눈 잘 닦고 와서 못난이같이 보인 것도 캐치했잖아. 
4451,집안 뛰어다니다가 손 개시게 들이박었다 어휴
4452,...역시...ㅋㅋㅋㅋㅋㅋㅋ레드와인인가요??
4453,"29. 가족이 보고 시 푸조 8ㅁ830. 밤이 좋아요 뱀파이어거든요 31. 딱히 없으십니다 32. 고양이 채널 많이 봅니다! 33. 단 거 먹고 시프요ᅲᅲ34. 허리 중간 정도 35. 말릴 때마다 맘대로 할 수 있는데 요새 고데기 하기 귀찮아서 기르는 중! 36. 청순, 섹시? 귀여운 것도 좋지만 안 어울리는 거 같아서^-ㅠ37. 단 거 파인"
4454,"백현아, 네 주의를 끌 수 없을 것 같아.  왜 내가 잘 때 항상 활동적이니?  난 널 기다리는 게 지겨워 "
4455,오늘은 수업만 있어요! 지금 가는 중입니다
4456,내일부터 비 온다던데 아  비 오는 날 출근하기 딱 싫어
4457,아이 우 재채기 비 올 거처럼 꾸물꾸물하고 습기 가득이면서 왜 미세먼지도 나쁨인 거야 8ㅁ8
4458,괜찮아요 
4459,._. 먹고 싶었는데... 또 늦게 일어나서.
4460,"19. 남을 배려해주고 잘해줄려 노력하는 것 20. 좀 부지런해져라 21.G622. 보라색, 하늘색 파스텔톤 등 23. 보컬로이드나 우타이테 노래를 즐겨 듣습니다! 24. 몇십 년째 해리 포터 25. 봄, 가을 선선한 날씨 좋아해요 26. 딱히 업지만 그나마 음악? 27. 현재진행형 중... 28. 마카롱 하지만 머랭 쿠키도 쪼아!"
4461, 석진 씨.. 노래를 감사합니다.. I just lost my 12 y.o. dog few days ago so suddenly. I think of her whenever I hear the song. This is her. I miss her so much  
4462,언남주... 소장권 맘먹고 질러서 쓱쓱 보면서 다 쓰긴 했는데... 
4463,걱정인데 
4464,으흐흐  ~~ 그럴게요 또 서방님 두 파이팅!!
4465, 사랑합니다 디비 슬립~ 
4466,"2주일이라니.., 무슨 뜻이려나.."
4467,꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹..꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹.. 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹.. 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹 
4468,그렇죠..... 아... 앗.... 그럼 그러실 수 있어요 킹 더 스토리랑 서사는 정말 좋거든요.... 
4469,아 저는 하양님 몸이 부러운걸요..
4470,다녀올게요..
4471,"안 돼, 너 봐야 하는데. 그리고 잠도 다 깼어. 음... 수업도 이제는 가야 하구.  ㅋㅋ 마지막 이유가 제일 맘에 안 드네~! 으으. 클리브는 일어나서 일하는 중이야? 내일은 쉬려나."
4472,토닥토닥
4473,회사 너무 나오기 싫어서 어떡하지... 출근한지 3일차인데....
4474,포멘) 맞아요 뭐 하는 건지 기분 좋은 맘으로 듣고 있는데 진짜월와라는거나 내리고 그런 말 하든지 뭐 이런 팬ㄱㅈ이 있는지
4475,근데 어제는 트윗 왔지..
4476,와 해뵀다고 간접 자랑.. 잘 봤습니다 
4477,오늘도 xx 뜨습다.
4478,왜 덕질은 하면 할수록 맘이 아프지
4479,....졸리다니까... 뭐라도 해주고 싶어서 그런 건데..!8-8
4480,아 모야 가방 기대했는데 공단 같은 재질이잖아 안 사...
4481,안 해. 안 한다니까. 반응 안 할 거야. 이번에는 정말로 마음먹었어.
4482,다른 사람이라면 상관없지만 헤르 메르 앞에선 사소한 것도 중요하단 말이야!... 없어질 때까지 모자라도 쓰고 다닐까..
4483,ios13에서 드디어 헬스에 생리주기 계산이 들어가냐. 참 오래도 걸렸다
4484,앗. 
4485,아 우울하다 소매 넣기 실패함...
4486,카레용 채소 얼마 안 나와서 신나고 그랬는데 막상 집에 오니까 손질하기 귀차. 그냥 고기만 넣은 카레 하고 싶다 
4487,휴 번지 엄마 워록...
4488,"읽어주세요 매일매일 힘들지만 모든 것이 잘 될 것이고 항상 여기서 당신을 도울 것입니다. 당신은 특별하고 훌륭합니다. 비록 당신이 이것을 읽지 않더라도, 나는 계속해서 당신을 지지할 것입니다. 내 몸이 당신 옆에 있지 않더라도, 내 마음은 당신을 지지합니다. 대답해주세요"
4489,흑흑 그래요 우리에겐 해야 할 덕질이 있으니까. 현생이 너어어어무 미워도 잘 버텨봅시다 저도 힘낼 테니까! 언니도 힘내세요 나 잣
4490,잠 좀 자... 잠 좀
4491,ㅜㅜ너 맨날 아침부터 밤까지 되게 힘들어 보여ㅠ  기기사 가면 즇겠다
4492,그니까요 아니 후보까지 팬들 보고 하래 먹여드리기 해야 하는 건지 [틴쵸이스 팝송] 3We nominate Boy With Luv by  ft.Halsey  for ChoicePopSong at TeenChoice awards.
4493,아.. 이거 정말 못 먹겠던데..
4494,왜 한국 팬들에게만 반응합니까? 나는 심지어 당신에게 내가 하고 싶은 말을 이해할 수 있도록 번역자를 사용한다. 너 나 이해해? 통역이 나쁘다. Hello! Soy un ángel que vino a cuitarte.I love you
4495,출근 ... 
4496, ㅡ Day 153. 
4497,2019. 06. 05 환경의 날 내일 현충일  어제 사진  
4498,킁킁킁.. 술 냄새가 어디가 난다고 아직 해독이 안 돼서 크림에서 술맛은 나도 냄새는 안 날걸요! ... 진짜 나요? 식빵 갈아입고 와야겠다. 
4499,실내에서 하는 야외 결혼식이라
4500,어제 기절점으로 1일 1 사진 못했어..  삶 인생 아주 그냥 .......
4501,저 싫어하나 싶어서
4502,4일만 지나면 권냄주 방송 잠적한지 한 달째 
4503,진이 덕에 우리 이피 뽀삐  더 사랑해주기. 고마워 이쁜 마음 갖게 
4504,맛있어요?
4505,갑자기 마음이 바뀌었어.  안 먹어도 괜찮을 것 같아. 무지하게. 완전히.
4506,버스에서 치니까 일케되네  
4507,비.. 비가 오려나 왜 이렇게 관절이 쑤시지
4508,보아 뮤비는 콘셉트... 인 건가? 
4509,그냥 내가 파는 프랜차이즈 후졌구나 안타까워하겠지
4510,좋은 아침...* 혼자서 중얼거렸다는 걸 깨닫고 입을 다물었어요. *
4511,6월 20일에 친구랑 칵테일바 가기로 한거 벌써 들킨 건가... 슬담 님 왜 이렇게 눈치가 빨라? 그런데 나 아직도 간에서 해독 중인가 봐 입술이 빨개
4512,이래서 사람이 안 하던 짓을 하면 안 된다 보통 아침 출근 때 그분이 음식물 쓰레기를 버리는데 오늘 웬일인지 안 버렸고 하필 과일 껍질이 잔뜩이라 벌레 꼬일까 봐 내가 들고 나왔는데 정확하게 딱 그만큼 늦어버림 또 택시 타고 출근하는 나 새끼... 돈을 벌러 가는지 쓰러 가는지...
4513,아침이에요 요즘 다른 일로 바빠서 계획표를 당분간 못 올릴 것 같아요 좋은 하루 보냅시다
4514,다치거나 한 건 아니라 다행이다 너나 하렴 어휴  지지 정말
4515,딥다 제작용이었군. 이제야 이해했다. 그래 이리 욕하면서 너희들 또 살 거잖아.. 뭐 이런 전략. 슬프다.. 이게 감성 팔리지 
4516,오늘 흐리다는데 비 오면 어떡하지... 우산 안 갖고 왔는데
4517,변방에 일개 아미... 할 수 있는 게 주변에 속상한 이웃님들 토닥토닥해드리는 것 밖에 없는지라... 그런 거나하면서 휩쓸리지 않으려고 노력하는 중인데.. 그래도 섭섭한 감정이 드는 건 어쩔 수가 없다.. 입장문... 참... 엿 같지도 써 놓았다.. ㄴㅁㄹ
4518,"&quot;높았던 야심의 산줄기가 낮은 언덕으로 풍화되었고, 기억의 골목마다 깨어진 꿈들의 조각들이 발길에 채인다...&quot;(복거일)나 이 들었다. 이런 문장이 눈에 밟히고. 옆 팀장이 마음 내려놓고 태업하라는데, 그럴 순 없지. 체질상."
4519,(앗....) ()
4520,솔직 담백 .. 쉽지는 않지 그런데 팬들에게 사과문을 낼 때 생각해야 하는 건 ㅌ이들이 우리한테 말하는 것만큼의 진정 성임ㅌ이들의 마음을 받아서 진심으로 노력해온 팬들의 마음과 그 글에는 심한 갭이 있다는 거  이해 못하나? 어제 블레 사고 룰루랄라 모른척해야지 했는데 현 생도 힘든데 
4521,새벽에 꼭 잠이 깨지고 이쯤 다시 졸려 할 일이 태산인데..
4522,연근.. 연근을 잡숴.... 전자기기 사용 줄이고..
4523,진 고마워  
4524,"다녀오겠습니다  사실은 긁어 부스럼을 만들까 봐 남겼다 지웠다 열심인데,,, 어제 제 언행이 이쁜이한테 상처를 줬을까 봐 계속 걱정인 거 있죠  이런 말을 쓰면서도 뒤에 뭘 덧붙여야 할지 모르겠는 걸 보면 그냥 제 마음이 불편하니까, 편해지고 싶은 이기적인 마음에 하는 말 같기도 하고.."
4525,19성인ㅅㅏㅇㅣ트모음 남기고 ㄱㅏ염◁♪⊇19성인ㅅㅏㅇㅣ트모음   ㉿19성인ㅅㅏㅇㅣ트모음 ㄴㅐ일본 많은ㄷㅔ┼∠ 밤ㅎㅏ늘 
4526,16시간 자고 6시간 깼다가 2시간 반 자고 6시간 깼다가 8시간 자고...
4527,ㅇㅌ) 장난감 옆에 있으니까 더 못나 보이잖아....
4528,영 포에버가 팬 이벤트가 아니었다니... 빅 히이 준비한 거였다니... 더 깬다... 이 사실.. 정말 좋게 이해하고 넘어가려고 하는 아미들에게 기름 붙는구나. 설마 방탄이들도 알고 있었던 건 
4529,퍼듀에서 누가 젤 싫노 최소한? 퍼듀 잘 안 봐서 모르겠네;;
4530,창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균창균
4531,Q. 공지를 읽고 난 뒤 기분을 서술하시오. A.    영혼 없는 글.
4532,햄삐님의 이 색감 저도 너무 좋아합니다...... 마음을 억만 번 누르고 싶은데 불가능해서 너무 아쉬워요 그 와중에 우주의 러블리함이 사진을 뚫고 나오네요
4533, 우리 진 JIN BTS 
4534,나는 할아버지가 세상을 떠난 지 몇 시간 만 지나면 그 노래를 완벽하게 이해할 수 있다고 말하고 싶다. 그것은 같지 않지만 나는 느꼈다. Gracias Jin 
4535,오늘만 버티면 내일 쉰다
4536,82위야ㅠㅠㅠㅠ눈물나와
4537, 그거 매워.. 난 못 먹어...... 아무튼 아카시 가고 나서 아카시가 아팠다는 사실이 생각났는데.. 괜찮아?
4538,........네
4539,새벽에 자다 일어나서 티켓팅..... 망..... 
4540,결국 지금은 도 받고 막 갈 예정인데 한 아이디로 복수자 산 아이디가 취소되고 있다는 소식을 듣고 너무 불안하다 지금 중개 업사에 확인을 부탁하고 있지만... 그리고 내가 처음부터 대행에 부탁했던 켓도 잘 성공했는지 아직 연락이 없어서 너무 불안하다
4541, 호현수.. 좋은 아침  왜 벌써 아침이지
4542,"Listen to 이 밤 by JIN of BTS by BTS onJIN  김석진 자신의 반려동물을 생각하며 만든 자작곡. 힘들어하는 나의 반려동물 친구들 생각하며 듣습니다. 16년, 13년... 강아지들.. 둘 다 치매... 끝까지 지켜줄게. "
4543,며칠째 계속 악몽을 꾸네.. 깨고 나서 생각해보면 왜 그런 꿈을 꿨는지 이해가 되기도 하고.. 
4544,전 남자친구가 막 나보고 &quot;야 너랑 사귀면 당당 위랑 개발 얘기밖에 안 할 건데 뭔 재미로 사귀냐?&quot;라고 했는데 결국 사귀었고 그 말은 사실이 되었다 한다.. 
4545,약 오 인기 많은 거 또 실감 중
4546,.........공부하겠습니다.......
4547,그.. 저기 누가 나 좀 마스터 데려가.. 내가 선창할게.. 누가 나 좀 데려가봐.. 퇴짜 당하든지 말든지 내가 선창할게..
4548,차트인했어ㅠㅠㅠㅠ아진짜ㅠㅠㅠ
4549,"해골이 뒤집힌 줄 뒤 모르고.,  "
4550,luglio 6월도 아니고 7월이었네
4551,자캐의_평소_표정 토토 아츠 소냐 톰스 굿 '&lt;' 안주연 오드 줄라이 
4552,보여주세요..... 기술 발전이 아직 되지 않았다니 정말 후
4553,와 진짜 ㅜㅜ 석진 오빠 ㅜㅜ 노래 개 좋아요 왕 ㅠㅠㅠ
4554,아무도 기억 못 하는데 나만 이상할 정도로 생생한 건 내가 꿈을 꾼 건지.. 나 빼고 다 잊어버린 건지...
4555,흐어엉... 네... 꼭 그렇게 하도록 할게요... ㅜㅜ 미안하고 고마워요 아메...
4556,직장이 코앞이라 이어폰 안 챙기는데 처음으로 노래 들으며 출근하는 중. 얼른 여자친구가 불러주는 노래 듣고 싶다
4557,장비권... 은근히 수급이 어렵죠 맞아요..  ... 제 티머시도 레벨 대여템 다 써서 요즘 링이 다 흰색 템이에요... 흑흑... 흑흑...
4558," 어제의 운세 결과를 보고 생각했습니다만, 성제는 일과 프라이빗을 지금 완전히 나누 고려고 하는 것일까요? 그렇다면 최근의 성제의 행동도 이해할 수 있지만…나는 평소와 아무것도 변하지 않는 것 같고도 지금은 아직 그 변화를 따라가지 않아요. 조금 시간이 필요한 것 같아요"
4559,공부 안 했는데 글도 안 썼네 
4560,"그래... 그럴 수도 있지 취향 아닐 수도 있잖아....,,... 내가 실수해서 본 건데 짜증 내는 것도 이상하지... (급 침착)"
4561,일본 여배우랑 개그맨이랑 결혼하는 거 싫다 난 일본 개그맨 별로 안 좋아하는데 (개그 코드 안 맞음/나 잼) 못생긴 게 항상 미녀들이랑 결혼하고 주제에 바람도 엄청 핌  저 개그맨은 어떤 사람인지 모르지만 큰 얼굴에 매우 작은 빨간색 안경 쓰는 게 항상 싫었어 (캐릭터를 그렇게 잡은 거겠지만)
4562,빅 히트가 쓴 공지가 영어인지 일본어인지 모르겠다 하나도 뭐라도 쓴 건지 알 수가 없네 너무 억울하네 시발
4563, 어제 생방 키신 거 같던데..! 들어가려고 생각은 했었는데 그때 다른 거 하고 있어서 포기.. 후에 같이 리식하고 꼭 친해지면 좋겠네요~
4564,저 과제 하다가 한 시간이라도 자려고 지금 누웠어요ᅲᅲ 진짜 너무 힘드네요
4565,새벽을 달린  위너 김진우 기분이 좋았나 봅니다폭풍트윗을 하신 ㅋㅋㅋ 글은 짧게 현실은 왠지지 누 TV 시청하며 방언 터진 걸 아닐까 ㅋㅋ 상상하는 아침ㅋㅋ 
4566,EXO 엑소  We Are One 개인의 표현이 때론 지나칠 수도 있지만 대화로 나눠가면서 해결 볼 수 있는데 너무들 지나치시네요  
4567,"내가 반품은 안된다고 했잖아...  반품하려면, 어, 한 100만 갈레온쯤 내야 돼."
4568, sung je kun 몸 상태는 어떨까? 오늘은 구름이 많이 있어서 어두운 아침입니다 차가운 아침입니다… sung je kun 몸 상태 무너뜨리지 않도록 조심하세요
4569, 제발 도와주세요 
4570, 배켜 나 마지막 브이로그 위해 9일 전에 터키어 자막 했는데 왜 아직도 안 보여요? 그리고 제가 백현의 모든 영상들 위해 터키어 자막을 만들고 끝에 제 이름을 썼는데 어떤 분이 자꾸 제 이름을 지우고 자기의 이름을 써고 제 자막을 훔쳐요  이런 것을 대해 도와주세요 
4571,그녀는 나를 다시 막았습니다 
4572,날씨가 안 좋네
4573,또 버스 놓쳐서 날씨만큼 기분이가 구려
4574,..아니야 
4575,시청할 때를 사용하세요 (응 ~치카치카 하는 형광등 때문에 머리와 눈이 아파지는데 
4576,아.. 죄송해요.. 제가 점검을 끝까지 못했습니다. 죄송합니다.
4577,아 피곤 어제 춥더니 감기오냐
4578,클로버 게임 행복해 밤 토끼 주소 원탁의 신바둑이_클로버 게임_ 굿 럭 플라이 게임 주소 행복 고마워   
4579,저도 깜짝 놀랐었어요
4580,오늘까지만 버티자
4581,buy and stream 오늘 밤 on itunes
4582,별님 피곤하겠다
4583,...Лятьㅜㅜ
4584,"나는 흰머리가 많다 하지만 그들은 너무 좋다 우리는 쉽게 알아차릴 수 없다 더 이상 머리를 염색하지 않을 거야 우리는 그 차이를 눈치채지도 못한다 잘, 나는 아직도 그것을 할 수 있는 반면"
4585,clean hobi searches 제이홉 스위트 제이홉 멋있어 제이홉 사랑해 제이홉 홉 월드 제이홉 소중해 제이홉 댄스 킹
4586,햇빛 갬성은 개뿔 더워뒤지겠다 새벽엔 시원 하드만 
4587,대단한 거 바란 것도 아니고 괜찮냐고 한 마디 듣고 싶었는데 그게 그렇게 큰 잘못이었나 싶고 
4588,저 달이 지고 해가 떠오르면 나와 함께 했던 넌 없을까  
4589,ㅋㅋㅋㅋㅋ  이제 집 왔다
4590,아... 뭐죠ㅜㅜ 이 사람ㅜㅜ 세상엔 정말 별의별 사람들이 있다는 걸 다시 깨달아요
4591,그럼ㅁ 저 여캐 짤 것 같은데... 남 캐 쪄와주실 수 있으신감..!
4592,7은.... 아무래도 어플을 지운 게 아닐까요
4593,ᄂ 내 거 가져가.. ....
4594,술 마시고 싶은데.. 마시기 싫음...
4595,우선 저장부터.. 나쁜 버릇이.. 뭐 이리 세게  와닿죠? MTVLAKPOPBTSMTVLAFANDOMBTSARMYMTVLAINSTAGLJUNGKOOKPremiosMTVMIAW      
4596,홀로 느끼는  Taehyung ShanTae bogoshipo tae.....  
4597,깡충 마마 님은 일 센티라 귀여우신걸요. ()
4598,올 한해 남은 반 년... 10킬로 빼서 모태 마름 st로 가고 싶다. 현재 3킬로 성공이니 더더욱 열심히! 근데 느끼는 건 다이어트는 식이가 99.8프로인 것 같다 겁나 괴롭다 절식하면 머리가 아픔
4599,맞아요 맞아요 
4600,아.. 이젠 어떻게든 자야 하는데..
4601,"내가 처음이 노래를 들었을 때 나는 나를 슬프게 느낀다  그리고 나는 이 노래가 그의 애완동물을 위한 것이고, 자동적으로 나를 더 상처 지게 만든 다이 노래는 너무 좋았어 THISNIGHTbyJIN  "
4602,자고 일어나서 갤러리 좀 정리해야지 
4603,글 써도 바로바로 봐주는 사람 없으니까 적적하다........  관종이라 비축분 쌓는 거 너무 힘들어
4604,이 댓글 왠지 요 위 같지 않나요 (망상)
4605,불면증 괴롭다.... 무언가를 안고 있어야 잠이 잘 오는데
4606,뜨개질이나 자수나 저는 손에 땀이 많아 가지고 상상도 못하는...  여러모로 재능이 많으시네요 부럽고 ㅇ예쁘고 색도 좋고 으으으
4607,새로운 사람에게는 저런 언행 좀 안 했으면...... 몰라 죽든 말든 내가 알 바야. 행복하게 지내면 좋지. 좋은데 나한테는 다가오지 마라.... 피곤하다! 이대로 서로에게 차츰 잊히길 바란다. 
4608,"일상 스친소 일상계_트친소 일상계트친소 01년생, 2019년도 기준으로 19살이에요  서울 n 호선 잘 타고 놀러 다니는 거 좋아해요  2019, 04, 11 ~ 남자친구 있어요  욕 싫어요  호의를 호감으로 보지 말아 주세요 소통하실 분 위주로 마음 눌러주세요 "
4609,‘BTS (방탄소년단) - JAMAIS VU (Ballad Ver.) (Prod. Silas)’ on SoundCloud 
4610,취켓팅 분명 포도알 15개 넘게 봤는데 내 것이 아니구나 씁쓸 MTVLAKPOPBTSMTVLAFANDOMBTSARMY MTVLAINSTAGLJUNGKOOK PremiosMTVMiaw 
4611,ㅋㅋㅋㅋㅋㅋ   몰겠어   짜증 나아
4612,"뒤에 내용 생각해 둔 게 잇긴 잇는데요,, 그 뒤에 뒤에 내용(?)을 생각해두지 않아서,,,(아 네 트위터 알람이 안 와서 멘션이 꼬이네요의 악)"
4613,댓글 부탁드립니다 
4614,내가 세상에서 제일 못하는 게 시간 활용 시간관리인 것 같음 크흑 일단 게으르고... 본능적이고... 놀고 싶을 때 놀아야 하고 뒹굴뒹굴하고...
4615,period 시작했고
4616,우리 미니는 잘 하는데 내가 문제네 ㅋㅋㅋ 요즘 왜 잠을 잘 못 자지 이러면 낮에 피곤해서 문제 생기는데
4617,"백현아, 나도 알아봐줘! "
4618,  나 때문인 거 같아  너무 미안하다
4619,꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹.. 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹.. 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹.. 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙 엉 엉..
4620,세시다. 자다 깨길래 아침인 줄 알고 일어났더니.. 눈 뜨자마자 스트레스가 밀려온다 이게 사람이 사는 건지
4621,발랑이 들이라니 내가 원했던 섹시하고 핫한 이름과는 정반대다 ... 근데 아무리 고민해도 모르겠음 흑 ㅜ 시피 작명소 없나요 누가 좀 지어줘요
4622,취소표. . .  그 많던 포도 중 어느 하나도 내 것이 아니었다.... 하아 
4623,또 하루 멀어져 간다 내뿜은 담배 연기처럼 작기만 한 내 기억 속에 무얼 채워 살고 있는지 점점 더 멀어져 간다 머물러 있는 청춘인 줄 알았는데 비어가는 내 가슴속엔 더 아무것도 찾을 수 없네 계절은 다시 돌아오지만 떠나간 내 사랑은 어디에 내가 떠나보낸 것도 아닌데씨발 칸이 모잘
4624,너무 아파 
4625,포도는 너무 식상해요
4626,몇 달 되었는데 그러려니 하려 해도 약을 바꿔도 새벽에 똑같이 깨면 좀 절망스러워요..
4627,졸려디지갯다노...닷긩잘자 
4628,"2자우림-스물다섯, 스물하나 "
4629,뭐하지ㄱㅊ으시면 멘션으로.. 자 캐 보내주실 분 계시나요 레알 아무나... 심심해서 그림이라도 그려야 게
4630,갑자기 새벽에 이런 생각이 나가지고 글을 쓰게 됐네요
4631,"내가 예민한 걸까,, 아니면 상대가 눈치가 없는 걸까,,"
4632,건 아~! 안녕~ 학교는 어때??? 덥고 힘들겠지만 난 고2의 여름이 학생 중에 세 가장 즐거웠으니까 건이도 많이 즐겨!!! 앗 그러고 보니 봐!!! 귀엽죠? 지금 한국에 있는데 심심했으니까 만들었어!! 직접 보이고 싶어... ᅮᅳᅮ 
4633,Listen to 이런 엔딩 Ver2 By JK of BTS by BTS on 
4634,"백전 오빠, 날 아는 거야? 나는 너를 아주 "
4635,헤에 아따 시 6월 18일 심리학 시험 나노(누구 물어본 
4636,약 쳐야지....
4637, 낵아 손이 느려서 그런 거라고 생각해야겠어
4638,백현아 언제 날 알겠어? Fighting baekhyun oppa.. selalu semangat..
4639, 만약 걱정한다면 걱정하지 말길 기분 상했다면 미안해속상하게 만들고 싶지 않은데 석진이 노래 듣고 한참 울었음 정말 고마워 해시 봤겠지.. 봤기를
4640,백현아 언제 날 알겠어? Fighting baekhyun oppa.. selalu semangat..
4641,빅 히트 초심 찾아! 정신 차려!
4642,하지만 너무 길어
4643,오노야 너 빨리 나가. 아참 나갈 때 너희 악기들도 전부 데고 가라
4644,다 그리고 나면 보이는 것들
4645,어쩐지.. 새잎 난 콜로 카시아가 시들하더라... 내 뮬란도..
4646,당신은 나의 세상이에요  잘했어요  
4647,터덜터덜 자러 갑니다~
4648,밤 생각 
4649,내신에 목숨 거는 인간••• 그리고♡내신 기간 시작♡
4650,"나는 다른 사람들의 의견을 받아들이지 않는 사람들, 너무 유치한 사람들을 좋아하지 않습니다"
4651,네가 날 알아차릴 수 있을 때? 
4652,요샌 하도 썰어 재밌어서 소설 쓰기는 잠시 쉬고 있지만 12월~3월까지 미친 듯이 써놓았더니 지금 보고 싶을 때마다 들춰보니까 너무 좋아ㅋㅋ 도토리 잔뜩 저장했다가 꺼내 먹는 다람쥐처럼 든든함  거기 내 취향도 19금도 다 정성 들여 집어넣어놔서 너무 편하고ㅋㅋ이제 그림만 열심히 그리면 좋을 텐데
4653,리포트 하나 끝내고 홀가분한 마음으로 석진이 노래 들으려고 들어왔는데 이딴 피드백 같지도 않은 피드백 때문에 기분만 더 나빠짐 너무 속상해 
4654,술 꼬장은 못 받아줘 
4655,가끔 스샷 찍고싳은디 피시방은 사진 옮기는 게 귀찮아서 안 찍게 된다
4656,이 표정은 나쁜 표정이 아닌걸? 
4657,시간이 빨리 지나간다! 시간이 빨리 지나간다! 희희  두시 반...이네요.....
4658,잠 이러면서 새 빙원 안 갈 거 다 알아 
4659,흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹..꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹..꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리 꺼이꺼이.... 흐그극.. 흐국뚜흐국뚜리.. 앙앙엉엉..주르륵..컹..
4660,울 세 후닝 원 앤 온리 인테 동명이인 너무 많네 
4661,응 알았어요ㅠ.ㅠ 나는 울지 않을 거예요
4662,새벽에 깨는 거 지겨워..
4663,ㅋㅋㅋㅠ 어쩔 수 없었어요...허엉꼭 제가 먼저 자야 하는 거예요...?ㅠㅠ.ㅠ..
4664,교통비 왜 안 나가지...
4665,진심이 전해지는 사과문 쓰는 법 누나 좀 알려주면 좋겠다. 어디 가서 교육이라도 좀 받고 와..
4666,주사가 난 데만 심해서.. 먼가 필받아서 난 테 오는 거 같은데.. 만취한 상태에선 절대.. 안 놀아  의욕도 없어..
4667,"젠장 괴로운 난 시간이 왔군요 저는  요 ,,  저는 ,,,,,,,,,,,,,  악 포니테일이요!!!!!!!"
