,Unnamed: 0,labels_text,tweet
485,185,__label__2,"I met my sister, Yoon Joon today ㅠ ㅠ It 's really beautiful I want to see my brother Min - woo Go back to my job"
486,186,__label__2,I have a sigh of relief.
487,187,__label__2,What do we do
488,188,__label__2,Be my brother's boyfriend
489,189,__label__2,Morning to Jamie but tired completely
490,190,__label__2,Human dough cake
491,191,__label__2,Take Rin's memory
492,192,__label__2,I love you years ago
493,193,__label__2,I always thought I ate it somewhere and it tasted like a cilantro.
494,194,__label__2,Morning
495,195,__label__2,What should I do
496,196,__label__2,It's all a bit of a crunch.
497,197,__label__2,This year's fall
498,198,__label__2,RETCHKO
499,199,__label__2,Three Elements with Sasabiakonantotto
500,200,__label__2,I love you Sunshine
501,201,__label__2,Rainy Good Night
502,202,__label__2,I'll bet on Sim
503,203,__label__2,Chicken ribs
504,204,__label__2,"If you look closely, it's very dirty. By the way, I'm a little worried about you going to Korea in this year's year."
505,205,__label__2,Worst thing
506,206,__label__2,I would like to see
507,207,__label__2,"I do not think it's small, but wait two hours and let it go."
508,208,__label__2,I was envied and enforced.
509,209,__label__2,Bistland
510,210,__label__2,High silver rain
511,211,__label__2,It's a joke.
512,212,__label__2,thank
513,213,__label__2,You will listen to me.
514,214,__label__2,How's your brother?
515,215,__label__2,Joker is not good
516,216,__label__2,Good Night in My Ruby
517,217,__label__2,How cute is Imam Nem.
518,218,__label__2,"I do not get angry even if I make a mistake of a good girl junior. I just steal my tears from behind, but if I get angry, I get wrinkled again. I will not let you make mistakes again. If I make one more mistake,"
519,219,__label__2,Why worry again
520,220,__label__2,OMG
521,221,__label__2,Shake your shoulders and push
522,222,__label__2,Empty
523,223,__label__2,"I have not eaten since the diet, but I do not know what to eat. I can work hard from Monday."
524,224,__label__2,"I am trying to have a diet from yesterday, but I am very hungry, but I do not want to help you. I do not want to help you. I thank you so much."
525,225,__label__2,"If I do not repeat the same mistakes, I will not be able to be a better person at the same time. Actually, I do not have a lot of friends with Maddick, I can not wait to see a little more distance than I am disappointed."
526,226,__label__2,Feelings
527,227,__label__2,"Because of the typhoon, the wind is great in the place I live ㅠ ㅠ Rain is like, something is like my heart now."
528,228,__label__2,Invalid information
529,229,__label__2,I want to see ㅠ I want to meet with Jonghwan When I can meet I want to meet with Moon I always go to Korea Japan 100%
530,230,__label__2,It's autumn. I think it's more like that.
531,231,__label__2,The snake snake is my brother's birthday today.
532,232,__label__2,I hate everybody. I did not see him.
533,233,__label__2,I'm hungry
534,234,__label__2,I wait for you.
535,235,__label__2,Yeah
536,236,__label__2,"I do not want to lose my nerves when I have my first love, but the reality is that I've forgotten my girlfriend."
537,237,__label__2,I am curious about the brain structure of Tae Oh My Baby
538,238,__label__2,What should i do to me
539,239,__label__2,This world is a cruel and terrible place for you and me I always come back here and there is a house I know that tomorrow is a really good thing waiting for us New sun will come to mind as I wish for the most sincere hope that it will be done I pray Yes.
540,240,__label__2,Yeah. It's better to be sexy than cute.
541,241,__label__2,I wait and see
542,242,__label__2,Sorry mom
543,243,__label__2,"Libya, the difference between the two is so bad that I can not believe it."
544,244,__label__2,Thank you for the show champion
545,245,__label__2,Brother bangs
546,246,__label__2,Maybe it's true.
547,247,__label__2,I would like to wear a jacket.
548,248,__label__2,I want to see
549,249,__label__2,I'm going to have a drink on Wednesday.
550,250,__label__2,It is now day
551,251,__label__2,"I miss you, Enisya."
552,252,__label__2,I have an idea in Turkey
553,253,__label__2,There's a series of tests. It's hard to say. Next test is better than this test. Prepare slowly.
554,254,__label__2,How To Laryngitis
555,255,__label__2,I
556,256,__label__2,It's not foul if there are so many.
557,257,__label__2,"I can not imagine that I would live if I lived and live. I can not see anything related to Jae-dae. Thanks to Jae-un, I became aware of my new personality."
558,258,__label__2,"I want to see more soon, but it is difficult but uncomfortable."
559,259,__label__2,"I am not a metal like other princesses, and I do not have many video and audio pictures."
560,260,__label__2,That's what you do if you work hard.
561,261,__label__2,"If I can not keep up, I will probably forbid you for a while."
562,262,__label__2,Avatar W ㅇ ㅓ ㅔ ㅔ ㅔ ㅔ
563,263,__label__2,
564,264,__label__2,I missed you a lot.
565,265,__label__2,Hello I'm not only a good-looking face but also a love in terms of all life
566,266,__label__2,Brother fast
567,267,__label__2,My heart is so hurt
568,268,__label__2,Mok-dong fan sign autorun preview preview flower cost
569,269,__label__2,I'm tired too
570,270,__label__2,"I'd like to see the mark of birthday today. Actually, it's true that Hong Soon-ee of Hong-se is now a great fan of Seven Seven."
571,271,__label__2,I do not like the part-time job.
572,272,__label__2,Why did the owner make me so beautiful Do not fight for me
573,273,__label__2,None of them remain as one of them.
574,274,__label__2,A bottle of love dying
575,275,__label__2,Dogs
576,276,__label__2,"Oh, my brother. It's too cold today. I'm wearing warm clothes. Take care of the cold."
577,277,__label__2,"If you eat, you will not eat"
578,278,__label__2,"Whenever I see this rain, I can not feel myself alone."
579,279,__label__2,
580,280,__label__2,French embroidery I started embroidering from yesterday and I tried to make it with yarn and it was so lacking in color.
581,281,__label__2,I'm a bad girl
582,282,__label__2,ㅠ ㅛ
583,283,__label__2,Where are you and where
584,284,__label__2,Test period
585,285,__label__2,"It is a virtue or jam. It is only a real work, and I will listen to Euphori and do whatever it is"
586,286,__label__2,I was so angry that I called to the wedding hall to complain about it. I would have tolerated it more.
587,287,__label__2,Please check with yourself and members Please be careful on the road and always wear a seat belt I love you
588,288,__label__2,Sleep
589,289,__label__2,"I have to see you, Kim."
590,290,__label__2,It's been a while since I came to Hong Kong a month ago.
591,291,__label__2,I always think it's nice.
592,292,__label__2,I do not think you need to pack this way.
593,293,__label__2,I just do not know him.
594,294,__label__2,Standby friend
595,295,__label__2,"If you want to get Youngjin back, please open your homepage registration form."
596,296,__label__2,I'm so bad I can not hold on anymore
597,297,__label__2,Do not cry.
598,298,__label__2,I will not be without you I love you Forever I am your brother Only my angel
599,299,__label__2,I hate her when she writes about someone else.
600,0,__label__2,Two trips last week This week is a nightmare or liquor big tired
601,1,__label__2,I do not know why they are so worried about the domestic situation
602,2,__label__2,A hungry night
603,3,__label__2,I do not know why I'm waiting for you.
604,4,__label__2,It was much better that I had to settle for a better relationship after I had comforted my mind.
605,5,__label__2,"Photograph of a daruma koji photograph However, it was taken with the thing which I had taken out by a bad picture,"
606,6,__label__2,I just walked the flower path that Ji-ni gave to me.
607,7,__label__2,"I do not think it's the best of me because I think it's the best, and I do not want to be a bloop. Why do you keep saying hilan's words to your horses?"
608,8,__label__2,I'm sorry.
609,9,__label__2,Daddy Long Legs
610,10,__label__2,nagseselos ako kya ako nagtatampo
611,11,__label__2,Aing
612,12,__label__2,Menthol
613,13,__label__2,Already week
614,14,__label__2,I will give up.
615,15,__label__2,ㅠ ㅠ Haha
616,16,__label__2,"I do not think cute points are strange,"
617,17,__label__2,I need you at this moment.
618,18,__label__2,Make you too tired today
619,19,__label__2,Goodbye Day
620,20,__label__2,Kim Tae Hyung V
621,21,__label__2,I'm sorry to hear that.
622,22,__label__2,Friend daughter
623,23,__label__2,I'll look forward to it.
624,24,__label__2,Please
625,25,__label__2,PALA PALA HAS AND MY TAN TAMADA THE KANIYAKAN MY PALA ANL LANA TALAGAN ANAN FERRAMO
626,26,__label__2,"Thursday is a shattered name on the day when we call on the throne,"
627,27,__label__2,"Ah, there are things that are allowed and unacceptable."
628,28,__label__2,I can tell by eyes
629,29,__label__2,"Today's stage is really cool, but it's been a long time since I've been so long. I'm not nervous. I want to feel like I used to be."
630,30,__label__2,"Goodnight Please come to Singapore, I miss you. All right. I personally want to meet everyone and fight."
631,31,__label__2,Life is so boring
632,32,__label__2,"I have to find a seiko twin shot,"
633,33,__label__2,I'm so sad
634,34,__label__2,"Oh, you did not open the port on the firewall."
635,35,__label__2,Victory brother is okay I want to see
636,36,__label__2,Why do you smell me so badly?
637,37,__label__2,Only one person
638,38,__label__2,I keep picking up a thorny path on a timid theme.
639,39,__label__2,Nanjing Bae Hyun-jong set to explode
640,40,__label__2,"Together with the eye,"
641,41,__label__2,It was the tension that was next to the new Shinsegae elevator God.
642,42,__label__2,My brother misses the guy you are talking about and is okay
643,43,__label__2,Shirune.
644,44,__label__2,TuneTune
645,45,__label__2,Analgesic Fibdolls
646,46,__label__2,Aing
647,47,__label__2,What you want to say to you
648,48,__label__2,brother
649,49,__label__2,This is when you get to Lee.
650,50,__label__2,Ben Parr Why do you like it?
651,51,__label__2,God's quiz Goodbye Mobius part Trailer super day
652,52,__label__2,good night
653,53,__label__2,"I do not see that part again. ㅎㅎ Really, I can not help it."
654,54,__label__2,Nono ㅎ ㅃ Lati ㅣ ㅃ
655,55,__label__2,I have a very special attachment to Pongee.
656,56,__label__2,cute
657,57,__label__2,Thank you so much for being pretty. I'm swallowing the infinite back of my head without knowing why.
658,58,__label__2,I did not do it.
659,59,__label__2,"I did not see Showtime because I did not have a good body. I did it originally, but I can not do it today."
660,60,__label__2,Why can not I delete the official application account?
661,61,__label__2,I do not have clothes.
662,62,__label__2,It's hard. When can I be an adult? I feel very sad. I'm always sorry. My favorite.
663,63,__label__2,Kim Jong-un
664,64,__label__2,First day of Brazil World Cup opening ceremony São Paulo Festivals for citizens enjoying the World Cup and for citizens who are rubbish bins
665,65,__label__2,Do not be sick.
666,66,__label__2,ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ So I always target
667,67,__label__2,Hawaii Trump I would love to have too much Hawaii Trump Rams and Baba Nuki would be great fun
668,68,__label__2,Tiramisu
669,69,__label__2,I want to see you soon in Nagoya. I want to see you soon.
670,70,__label__2,hurt
671,71,__label__2,"Because we were singing our sangkyu, you were so freaked out that you almost fainted."
672,72,__label__2,"It was too hard. I have to move the rest of the books tomorrow, but I am worried about it already. I guess I have arrived. Oh, it is cold."
673,73,__label__2,I'm excited this morning.
674,74,__label__2,"Yes, ma'am, I also have a late checkup."
675,75,__label__2,sleepless
676,76,__label__2,Mourning
677,77,__label__2,I've been coming over and trying to keep trying.
678,78,__label__2,I tried to adjust the screen to see if I could match it.
679,79,__label__2,ㅠ ㅠ
680,80,__label__2,"So far, it has become a place where the tiger has rolled in."
681,81,__label__2,Ice cafe latte
682,82,__label__2,I want to cry
683,83,__label__2,no
684,84,__label__2,"I just saw a picture, but I found out why I invited that celebration. I hate it."
685,85,__label__2,Why Not Going To The Under The Stars Stars Lewis And More Dedan Miss Prestissie Perry Prince How Can You
686,86,__label__2,"Hmm, it's not that I'm uncomfortable. Talk to me again later today. I am depleted of energy and what a difficult word to say at least is not an engineering student."
687,87,__label__2,Snack Street Chubby Chocolate Candy Jelly Mint Green Tea Drink Ion Drink Coffee Sweets Cookies
688,88,__label__2,I have a hard time
689,89,__label__2,BREAKING BREAKFAST
690,90,__label__2,Tears flow
691,91,__label__2,"If I stay only today, I'll rest tomorrow."
692,92,__label__2,what can I do
693,93,__label__2,Birthday Birthday I do not know what to say I congratulate you Have a nice day and have a happy day
694,94,__label__2,I'll get fat if I eat it at this time.
695,95,__label__2,"My passion has cooled and I have been bothered. I thought that I am going to play during the heat of my life, but when I do not attend this meaningful and meaningful game, I will go back to the beginning again. I will pay tribute to my fans and coaches."
696,96,__label__2,I am sure that I am going to have a lifetime of double-breasted life. ㅜ ㅜ ㅜ ㅜ
697,97,__label__2,I'm going to die. I'm back in Singapore. ㅠ I want to give up. ㅠㅠ ㅠㅠ ㅠㅠㅠ How
698,98,__label__2,Everybody Good Night
699,99,__label__2,I can not update it.
700,100,__label__2,"I want to see where the end of human greed is, and the smoky look like a drug-stained look, but now that he's gotten to the Golden Globe, he's like Jack Nicholson Minmi now."
701,101,__label__2,"I think I've gotten off the leopard's solo part, but today's class atmosphere is getting weaker and weaker."
702,102,__label__2,This is the first time I saw a teacher like this big dog.
703,103,__label__2,I want to get hungry bar
704,104,__label__2,"I do not think I can survive, but I think that Dong has grown so top-class. ㅠ ㅠ ㅠ ㅠ ㅠ"
705,105,__label__2,Bye
706,106,__label__2,What did you do today?
707,107,__label__2,tired
708,108,__label__2,I'm confused.
709,109,__label__2,Prince Raview
710,110,__label__2,"Well, I have to eat something. The weather is cold. What should I stop?"
711,111,__label__2,Apfada Bodomo
712,112,__label__2,Kyung Jin
713,113,__label__2,We always wait for the army before Angkor and call him Infinity Zetset.
714,114,__label__2,"If the sword is also in line with the light line,"
715,115,__label__2,I really thought that I would change to the name of the photographer.
716,116,__label__2,Do not apologize for getting weight for your brother I look really handsome this way No matter what I love
717,117,__label__2,"Oh, you're open."
718,118,__label__2,Minho is driving in Korea because he is shooting God. He is working very hard.
719,119,__label__2,Worst day of my life in my life day
720,120,__label__2,Ah
721,121,__label__2,From now on it is lunchtime ㅋ ㅋ What should I eat for hungry?
722,122,__label__2,"Sorry Sorry, the death of Songpa's mother and sister left a scar. Author Kim Yoon-young and their basic life guarantee system, Gwanghwamun farm growth station and Songpae"
723,123,__label__2,I want to die without money.
724,124,__label__2,The most embarrassing time
725,125,__label__2,I want to see you. I want you. I'll come back again. I love you.
726,126,__label__2,Incheon International Airport
727,127,__label__2,I can see my eyes alone
728,128,__label__2,failure
729,129,__label__2,"I hate it I hate it Do you know why I'm weak I thought I was all good I'm always angry I do not know why I'm angry How can you really help me Oh,"
730,130,__label__2,I am so happy to see you. I love you.
731,131,__label__2,Cold spring cold
732,132,__label__2,
733,133,__label__2,You
734,134,__label__2,
735,135,__label__2,"Oh, I think I'm being ridiculed."
736,136,__label__2,Practice was finished and it was done until late at night ㅠㅠ How was the stage of today and was it fun?
737,137,__label__2,Jackpot
738,138,__label__2,I've dreamed about you but my wish is not to wake up.
739,139,__label__2,I am a real fool
740,140,__label__2,"If I carry an umbrella or anticipate it will rain, it will not rain. The moment I know it will be better for the moment. And from now on, people who know this fact will force me to carry an umbrella and my bag is always heavy"
741,141,__label__2,"I had a pain that happened in the past, but it is becoming more and more tangible."
742,142,__label__2,I did my Korean homework Oh my neck hurts so much I'm tired
743,143,__label__2,It is painful.
744,144,__label__2,Honey I'm always anxious I'm afraid you'll forget me I'm not always next to you But do not forget me Please remember me I love you
745,145,__label__2,"I do not have time for an aesthetic exam, but I do not think I can catch a half. I'm sleepy, but I do not have a problem. My mind is uneasy."
746,146,__label__2,It will eventually move away.
747,147,__label__2,Congratulations on his confession.
748,148,__label__2,Why did it look so good?
749,149,__label__2,ㅠㅠㅠ ㅠㅠㅠ Come on
750,150,__label__2,Obanja Kappa The same love The same farewell
751,151,__label__2,Tell your brother that it is hard when you are tired. Do not get tired of yourself all the time. It is a fool. I am so worried every time I am. I really like the pictures. I am very cute because my hair is fine.
752,152,__label__2,What is it?
753,153,__label__2,"I feel like I am like a fan when I sleep in a fan for the whole night, and I feel sorry for my dad."
754,154,__label__2,"If the mentions get a little splashy, I'll get a good response."
755,155,__label__2,I wanted to buy a boat I watched on Sunday but I do not want to see it for a long time.
756,156,__label__2,I'm chewing the picture and I do not have time to scan it. Someone will do it someday. I bought it well.
757,157,__label__2,She's a defendant.
758,158,__label__2,I'm really happy.
759,159,__label__2,Saudi Arabian fans are much better at luck Please send us a message waiting for a good morning girl
760,160,__label__2,"It is difficult to do that, but I still want to eat it."
761,161,__label__2,Dwarf Shaba
762,162,__label__2,Feeling down
763,163,__label__2,It's going to take a long time.
764,164,__label__2,You really do not respond to us because we do not know the Arabic language I do not know the Arabs we bother the Arabs we want to hear the answer
765,165,__label__2,I do not feel awake Sometimes just you
766,166,__label__2,"Anyway, I hope you update your twitter account"
767,167,__label__2,Everyone's wrong right now.
768,168,__label__2,I sent a document called a career description sent to the applicant company without repeating the sentence. I sent a document saying that I wanted a desk clerk to apply for being a staff member. I did it. I want to thank you for being a negative but interviewed.
769,169,__label__2,I should have a diet from tomorrow.
770,170,__label__2,I seriously wondered if I should sing it.
771,171,__label__2,Hyeon-bae Hyeon-hyeon ㅜ ㅜ ㅜ ㅜ Today's ticket was ruined I can not see you
772,172,__label__2,It's okay. It's Monday.
773,173,__label__2,Sleep well
774,174,__label__2,I was feeling cold today. Do not go out on a cold day.
775,175,__label__2,"It is fun to have cremation, but it is not fun to erase it and it is annoying."
776,176,__label__2,I will not sleep until I get your reply.
777,177,__label__2,I'm embarrassed.
778,178,__label__2,Hate
779,179,__label__2,Tasks Tasks Tasks Tasks
780,180,__label__2,My dad is a patient too.
781,181,__label__2,"Oh, I want to go, too."
782,182,__label__2,Taina
783,183,__label__2,"I wish I could see your sister soon. And on a day without a performance, I heard that I practice every morning from morning to morning. I'm doing it today. It's hard. It's hard. It's very nice, but it's hot. It's okay."
784,184,__label__2,How do you do it?
785,185,__label__2,My whole body was long and shortened. I am a wild predator dare to control it freely.
786,186,__label__2,"If I just fall into this, let me live as a funny and happy ordinary flyer."
787,187,__label__2,"I want to be neglected at home, but I know that I am upset when I know some kind of guidance and angry, but I really have to be selfish in a real life like this. I want to live alone by feeling the importance of everyone."
788,188,__label__2,I like you
789,189,__label__2,I do not know what it is.
790,190,__label__2,Ilsan You saved this buttercup too much.
791,191,__label__2,
792,192,__label__2,what can I do
793,193,__label__2,"It's like that. Everybody does. It might be a car, but Kirilla is not selfish and that's not what it's supposed to be. Do not ever do anything to regret it."
794,194,__label__2,I really wanted you to go crazy I could see you again
795,195,__label__2,Loner
796,196,__label__2,Infinite Yeouido Fan Signature V
797,197,__label__2,Hungry hungry
798,198,__label__2,Meal at the mooring spot
799,199,__label__2,"If there is a meeting, this is a separate way. Happiness is followed by pain."
800,200,__label__2,Hair I think I'm missing too much hair these days
801,201,__label__2,COEX Seoul International Handmade Fair
802,202,__label__2,I want to see you. I want to go out with you.
803,203,__label__2,"She came out to the cantata, and the name of the drama in the drama """
804,204,__label__2,"ㅋㅋㅋ a There are a lot of people in charge around me 섴 ㅋ Oh,"
805,205,__label__2,"If you do not like it, read it first."
806,206,__label__2,"My brother, it's over now."
807,207,__label__2,Hindi Koh Alam Kung Babae Perot Agei Ako Hapak Tina Thong Nara Kung Lee Relax Guitar Eye Phil
808,208,__label__2,I have not been able to do it. I can not wait to see it.
809,209,__label__2,"If you read this book and get impressed, you will also buy real books."
810,210,__label__2,Sorry
811,211,__label__2,boring
812,212,__label__2,And he gets to sleep every minute. Timer.
813,213,__label__2,I am a bad person
814,214,__label__2,"Park Chan-yeol is also popular in the field, but Park Chan-yeol is hiding."
815,215,__label__2,I want to see my brother already
816,216,__label__2,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
817,217,__label__2,"It's raining, but there's no umbrella."
818,218,__label__2,OMG
819,219,__label__2,"Where are you going, brother?"
820,220,__label__2,ㅠ
821,221,__label__2,no
822,222,__label__2,My mom asked me to hold on for another month and I wonder if I will give her a fortune in a month. Then I get paid for my mom for a month and I am sorry for her.
823,223,__label__2,Aasaren I'm going to be late again because I'm out of it.
824,224,__label__2,There is no energy.
825,225,__label__2,I can tell by eyes
826,226,__label__2,I can see my eyes alone
827,227,__label__2,I feel a lot of overlap
828,228,__label__2,I am happy when I had a friend in my neighborhood. I have loneliness in my life. I am going to see Frozen when I get a weekly paycheck. I do not have subtitles. I will go ahead and memorize the story.
829,229,__label__2,Good night
830,230,__label__2,Side wave Tulliban
831,231,__label__2,How about this
832,232,__label__2,"I can not say anything about the ellipsis, but my heart hurts."
833,233,__label__2,Except for a few of Purdue's.
834,234,__label__2,Me too
835,235,__label__2,I have to go home. Incompetent housewife.
836,236,__label__2,"When I am working, I open my face and take care of my mind."
837,237,__label__2,"My brother is really real, my big brother, you are so cool, I can expect more comeback comeback soon."
838,238,__label__2,Brother who wants to go crazy
839,239,__label__2,I'm afraid of the morning.
840,240,__label__2,"Together with the eye,"
841,241,__label__2,Only
842,242,__label__2,Why we are so sick because we love Why we keep pushing our parting
843,243,__label__2,Please check with yourself and members Please be careful on the road and always wear a seat belt I love you
844,244,__label__2,Love Let's Fighting
845,245,__label__2,Good night.
846,246,__label__2,Gosh
847,247,__label__2,Registered picture Noron Noron
848,248,__label__2,"I woke up at five thirty and then fell asleep again, and now I'm late."
849,249,__label__2,Mitch breaks in the middle
850,250,__label__2,I do not think there's a compatible cable.
851,251,__label__2,"I think that Ludre represents the drag culture, but it may be. It is so famous that the real Ludrey has a lot of harmful elements."
852,252,__label__2,I want somebody to sleep.
853,253,__label__2,I am very healthy when I am able to eat it.
854,254,__label__2,Food
855,255,__label__2,Gosh
856,256,__label__2,Padding
857,257,__label__2,I'm on my feet when I buy more.
858,258,__label__2,I feel lonely in school.
859,259,__label__2,Waiting for a moment
860,260,__label__2,why me
861,261,__label__2,Do not make me sad.
862,262,__label__2,"But if you do not understand,"
863,263,__label__2,Hello brother I'm school now What are you doing now? I ate breakfast. My brother is sleepy. I did not have breakfast. I am hungry.
864,264,__label__2,The most beautiful of the mountains
865,265,__label__2,What you looking at
866,266,__label__2,"Happy birthday, I love you."
867,267,__label__2,I am so tired I am so tired I have so many heartless people
868,268,__label__2,I want to see Suh Hyun-ah
869,269,__label__2,I do not know
870,270,__label__2,Helpless
871,271,__label__2,How are you going?
872,272,__label__2,sorry
873,273,__label__2,worry
874,274,__label__2,I personally think that it should not be like this.
875,275,__label__2,I did not know you were so a great person. I want to see you again.
876,276,__label__2,Food
877,277,__label__2,For the first time I really miss the fluffy eyes and feel homesick
878,278,__label__2,I can not see the god of yesterday. I am watching.
879,279,__label__2,Thirsty thirsty
880,280,__label__2,Emoticons on the phone Why is it so good? ㅋㅋㅋ ㅋㅋㅋ
881,281,__label__2,I heard you were undergoing surgery.
882,282,__label__2,Not sleepy
883,283,__label__2,Why do I want to see you
884,284,__label__2,Parking lot Autumn play Azona azona
885,285,__label__2,I am too innocent too
886,286,__label__2,I really do not have the test today even though I have a test tomorrow. I can not get rid of the test even if I worry a lot. I just want to keep writing pencil again after complaining.
887,287,__label__2,Somen Calder is a bracelet
888,288,__label__2,I do not want to go to bed.
889,289,__label__2,I'd rather not eat it.
890,290,__label__2,The man may be a little taller.
891,291,__label__2,My brother is very happy today. I am happy today. I am also worried about today. ㅠ ㅠ ㅋ ㅋ I am worried about the practice of cultural festivals nowadays. I am working hard to get closer to date. I want you to work hard.
892,292,__label__2,
893,293,__label__2,I hate pushing the streets
894,294,__label__2,arrive
895,295,__label__2,"You're doing well, my brother's warm laugh."
896,296,__label__2,I'm jealous of you nowadays because I do not have it in me I've been hungry or changed I'm sick for you I can take it a few times I have to do what I have to do Mandalay Myanmar
897,297,__label__2,I miss you so much. Where are you doing well?
898,298,__label__2,Too sleepy
899,299,__label__2,I do not know if I want to take a rest at home. I have absolutely nothing to do until Monday.
